,id,Scientific_Name,Common_Name,size,Size_category,Mass,Habitat,Habitat_Category,Migration,Trophic_Level__Feeding_Habits_,Min_Latitude,Max_Latitude,Centroid_Latitude,Centroid_Longitude,Range_Size,General_Describtion,species_status,status
0,88,&dagger;scaniornis lundgreni,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
1,44,abrolhos painted buttonquail,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
2,9369,acanthis cabaret,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
3,10147,acanthis hornemanni,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
4,7470,accipiter chilensis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
5,430,accipiter efficax,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
6,1840,accipiter fasciatus natalis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
7,966,accipiter francesii pusillus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
8,23,accipiter quartus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
9,9423,aceros cassidix,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
10,8982,aceros corrugatus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
11,6058,aceros leucocephalus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
12,7161,aceros waldeni,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
13,176,acrocephalus astrolabii,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
14,6258,acrocephalus baeticatus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
15,768,acrocephalus familiaris familiaris,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
16,2943,acrocephalus familiaris kingi,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
17,4519,acrocephalus luscinius,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
18,520,acrocephalus musae,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
19,1505,acrocephalus nijoi,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
20,226,acrocephalus yamashinae,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
21,4126,actinodura morrisoniana,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
22,3474,actinodura nipalensis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
23,3475,actinodura souliei,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
24,3641,actinodura waldeni,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
25,5416,aegolius gradyi,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
26,3879,aegotheles novazelandiae,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
27,275,aegypius jinniushanensis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
28,4194,aenigmatolimnas marginalis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
29,187,aerodramus amelis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
30,78,aerodramus ceramensis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
31,4392,aerodramus germani,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
32,303,aerodramus ocistus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
33,793,aerodramus palawanensis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
34,171,aerodramus sororum,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
35,360,aethopyga decorosa,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
36,434,aethopyga jefferyi,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
37,8131,agyrtria franciae,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
38,5008,aiolornis incredibilis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
39,3274,akialoa ellisiana,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
40,227,akialoa lanaiensis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
41,3962,akialoa obscura,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
42,2214,akialoa stejnegeri,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
43,4465,alauda japonica,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
44,6024,alaudala cheleensis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
45,7427,alcedo argentata,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
46,9509,alcedo azurea,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
47,9984,alcedo cristata,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
48,7641,alcedo cyanopectus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
49,5465,alcedo leucogaster,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
50,1756,alcedo nais,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
51,8248,alcedo pusilla,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
52,2787,alcedo thomensis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
53,7519,alcedo vintsioides,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
54,4405,alcedo websteri,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
55,6973,alcippe,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
56,1993,alcippe brunnea,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
57,3556,alcippe castaneceps,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
58,2658,alcippe cinerea,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
59,281,alcippe davidi,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
60,1401,alcippe dubia,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
61,282,alcippe fratercula,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
62,283,alcippe hueti,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
63,773,alcippe klossi,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
64,1402,alcippe rufogularis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
65,3090,alcippe variegaticeps,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
66,7861,alectroenas nitidissima,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
67,1062,alectroenas payandeei,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
68,543,alopecoenas norfolkensis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
69,1277,alophoixus affinis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
70,3187,alophoixus finschii,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
71,2208,alophoixus longirostris,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
72,2307,alophoixus mystacalis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
73,2401,alopochen kervazoi,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
74,3055,alopochen mauritiana,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
75,25,alopochen sirabensis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
76,1853,amaurocichla bocagei,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
77,4947,amaurornis akool,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
78,3638,amaurornis bicolor,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
79,7802,amaurornis flavirostra,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
80,5737,amaurornis moluccana,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
81,2655,amaurornis olivieri,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
82,3448,amaurospiza carrizalensis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
83,5196,amaurospiza concolor,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
84,3255,amazilia alticola,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
85,778,amazilia distans,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
86,2523,amazilia tzacatl handleyi,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
87,6707,amazona autumnalis lilacina,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
88,365,amazona didema,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
89,4845,amazona martinicana,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
90,7005,amazona mercenarius,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
91,7860,amazona ochrocephala panamensis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
92,5127,amazona tresmariae,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
93,2645,amazona violacea,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
94,93,amitabha urbsinterdictensis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
95,7785,ammodramus bairdii,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
96,8430,ammodramus caudacutus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
97,8223,ammodramus henslowii,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
98,7981,ammodramus leconteii,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
99,8781,ammodramus maritimus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
100,6549,ammodramus maritimus mirabilis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
101,8607,ammodramus maritimus nigrescens,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
102,418,ammodramus maritimus peninsulae,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
103,8477,ammodramus nelsoni,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
104,7647,ammodramus savannarum floridanus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
105,3806,ammomanes grayi,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
106,1022,anabacerthia ruficaudatum,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
107,10585,anas americana,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
108,10774,anas clypeata,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
109,10344,anas cyanoptera,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
110,8233,anas diazi,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
111,10562,anas discors,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
112,10002,anas falcata,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
113,4310,anas georgica georgica,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
114,9157,anas hottentota,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
115,6056,anas marecula,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
116,8144,anas oustaleti,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
117,10739,anas penelope,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
118,8623,anas platalea,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
119,10889,anas platyrhynchos domesticus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
120,8642,anas puna,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
121,10735,anas querquedula,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
122,8239,anas rhynchotis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
123,8822,anas sibilatrix,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
124,8105,anas smithii,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
125,10777,anas strepera,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
126,289,anas strepera couesi,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
127,2506,anas theodori,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
128,9304,anas versicolor,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
129,7886,andalgalornis steulleti,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
130,953,andean crested duck,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
131,336,andrewsornis abbotti,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
132,8380,anodorhynchus purpurascens,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
133,3054,anomalopteryx didiformis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
134,10890,anser anser domesticus & anser cygnoides,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
135,10670,anser cygnoides,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
136,2119,anthornis melanocephala,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
137,1997,anthreptes aurantium,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
138,165,anthropodyptes gilli,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
139,5545,anthus chloris,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
140,587,anthus latistriatus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
141,1196,anthus longicaudatus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
142,761,anthus pseudosimilis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
143,96,antipodes snipe,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
144,1399,anurolimnas castaneiceps,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
145,979,anurolimnas fasciatus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
146,2788,anurolimnas viridis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
147,2434,apalis pulchra,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
148,1092,apalis ruwenzorii,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
149,7950,aphanapteryx bonasia,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
150,864,aphanocrex podarces,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
151,8043,aphelocoma insularis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
152,7841,aphrastura masafuerae,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
153,9436,aphriza virgata,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
154,1731,aplonis corvina,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
155,3612,aplonis fusca,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
156,3158,aplonis mavornata,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
157,770,aplonis ulietensis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
158,5015,aptenodytes ridgeni,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
159,957,apus cooki,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
160,852,apus leuconyx,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
161,276,apus salimalii,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
162,1184,apus toulsoni,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
163,74,aquila bullockensis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
164,10629,aquila pennatus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
165,6481,ara atwoodi,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
166,5172,ara autocthones,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
167,4733,ara erythrocephala,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
168,8548,ara gossei,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
169,4594,ara guadeloupensis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
170,3785,ara martinicus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
171,9153,ara tricolor,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
172,2436,arachnothera everetti,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
173,9911,aramides cajaneus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
174,1988,aramides gutturalis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
175,98,aramus paludigrus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
176,339,aratinga chloroptera maugei,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
177,265,aratinga vorohuensis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
178,3710,arborophila charltonii,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
179,2604,arborophila merlini,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
180,684,archaeopsittacus verreauxi,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
181,222,archaeospheniscus lopdelli,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
182,18,archaeospheniscus lowei,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
183,50,archaeospheniscus wimani,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
184,2612,archboldia sanfordi,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
185,3873,ardea bennuides,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
186,8709,ardea modesta,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
187,8399,ardea picata,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
188,10371,argentavis magnificens,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
189,8868,artamus leucorynchus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
190,9884,asio flammeus sandwichensis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
191,21,asphaltoglaux cecileae,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
192,24,asthenes modesta serrana,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
193,2987,asthenes sclateri,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
194,218,astrapian sicklebill,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
195,1836,athene cretensis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
196,10929,atlantic puffin,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
197,8845,atlantisia rogersi,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
198,5501,atlapetes latinuchus yariguierum,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
199,7347,atticora melanoleuca,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
200,1056,auckland snipe,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
201,1157,automolus rufipectus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
202,8588,aviceda,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
203,10480,ayam bekisar,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
204,710,babax koslowi,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
205,3479,babax lanceolatus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
206,2988,babax waddelli,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
207,10275,baikal teal,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
208,10980,bald eagle,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
209,5,bambolinetta lignitifila,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
210,765,barawertornis tedfordi,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
211,844,barnes' astrapia,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
212,5141,basilornis mirandus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
213,4190,batrachostomus affinis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
214,1728,batrachostomus chaseni,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
215,76,bavaripsitta ballmanni,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
216,272,bensbach's bird of paradise,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
217,63,bermuteo avivorus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
218,441,bernieria cinereiceps,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
219,868,bernieria madagascariensis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
220,425,berruornis orbisantiqui,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
221,680,biziura delautouri,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
222,6573,blood's bird of paradise,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
223,4180,bornean black magpie,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
224,284,bornean swiftlet,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
225,501,borneo thrush,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
226,420,bountyphaps obsoleta,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
227,1362,bourne's heron,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
228,7362,brachypteryx leucophrys,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
229,3736,brachypteryx stellata,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
230,4281,bradornis infuscatus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
231,4613,bradornis pallidus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
232,442,bradypterus castaneus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
233,9296,branta bernicla nigricans,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
234,7513,branta hutchinsii leucopareia,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
235,503,branta hylobadistes,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
236,689,branta rhuax,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
237,351,breagyps clarki,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
238,7580,bubo flavipes,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
239,10008,bubo ketupu,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
240,9179,bubo virginianus nacurutu,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
241,5700,bubo vosseleri,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
242,10096,bubo zeylonensis,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
243,3716,bucco macrodactylus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
244,3890,bucco noanamae,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
245,5038,bucco tamatia,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
246,130,bucorvus brailloni,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
247,8458,bullockornis planei,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
248,2229,bulweria bifax,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
249,10207,buphagus erythrorhynchus,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,FALLBACK
