species_no,scientific_name
1481,pogoniulus makawai
212,phoeniconotius eyrensis
508,inguza predemersus
9198,mimus gilvus
5158,melanotis hypoleucus
29,ninox reyi
1687,ploceus grandis
835,turdus ludoviciae
2064,tangara cyanotis
5758,myiornis ecaudatus
3682,picumnus cinnamomeus
233,phyllastrephus lorenzi
5236,knipolegus nigerrimus
7940,basileuterus rufifrons
5242,tachyphonus cristatus
1673,metopothrix aurantiaca
6248,tinamus guttatus
5663,spiziapteryx circumcincta
3999,rhinocrypta lanceolata
10492,melanitta nigra
8070,thinornis cucullatus
4848,ortyxelos meiffrenii
6229,heliangelus mavors
4522,prioniturus discurus
2025,glycichaera fallax
1580,terpsiphone atrochalybeia
9550,poephila cincta
10030,limnodromus scolopaceus
7264,strix fulvescens
9988,amadina erythrocephala
435,dicrurus menagei
7214,cyanocorax cristatellus
988,coracina analis
5215,ortalis motmot
8592,haemorhous cassinii
5287,oriolus xanthonotus
412,zosterops vellalavella
1845,arachnothera flammifera
10784,periparus ater
7636,poliocephalus poliocephalus
7288,colaptes rupicola
2235,todiramphus albonotatus
10904,perdix perdix
5932,harpactes diardii
7479,galloperdix lunulata
6380,patagioenas subvinacea
3607,dendropicos abyssinicus
9147,circus melanoleucos
1971,pternistis clappertoni
7025,crithagra citrinipectus
726,melidectes leucostephes
5054,deconychura longicauda
10697,podargus strigoides
7547,thalassarche bulleri
5047,anthus nattereri
1373,locustella amnicola
7021,dixiphia pipra
3422,psittiparus bakeri
8723,syrmaticus humiae
2175,ploceus tricolor
3727,cercomacra cinerascens
6797,dromococcyx pavoninus
2645,amazona violacea
5684,pericrocotus erythropygius
10450,tringa ochropus
1130,phylloscartes flaviventris
7983,cyornis unicolor
10490,limpkin
5058,haplospiza rustica
2188,picumnus spilogaster
3662,malimbus ibadanensis
1759,fulvetta ludlowi
9290,motacilla tschutschensis
4460,metallura theresiae
2798,lalage maculosa
5648,pterodroma alba
9846,streptopelia roseogrisea
4695,pachycephala simplex
2864,metallura iracunda
2368,napothera atrigularis
7652,chaimarrornis leucocephalus
1093,asthenes urubambensis
9923,eurypyga helias
301,phylloscopus presbytes
4590,upupa antaios
7986,stictocarbo punctatus
9265,aythya australis
3672,sericornis humilis
4415,ficedula platenae
10137,caprimulgus jotaka
7522,thalassarche steadi
9717,euphonia violacea
10762,pygoscelis antarctica
7881,xipholena punicea
2986,hedydipna pallidigaster
647,myzomela pammelaena
1403,deleornis fraseri
3742,diglossa indigotica
2246,clibanornis dendrocolaptoides
5696,rhinortha chlorophaea
3275,polyonymus caroli
2900,hemitriccus nidipendulus
1886,geositta saxicolina
10714,sylvia atricapilla
4458,carpodacus rubicilloides
9519,sicalis luteola
5491,tachyphonus luctuosus
4357,oriolus phaeochromus
8941,numenius borealis
4344,cinnycerthia unirufa
9790,psittacula derbiana
18,archaeospheniscus lowei
6314,phalacrocorax carunculatus
10159,milvago chimango
1182,seicercus valentini
9279,eopsaltria australis
1455,ramphotrigon fuscicauda
4637,vireo magister
3056,falco duboisi
5035,caloperdix oculeus
5647,chlorostilbon assimilis
8587,penelopina nigra
4835,hylocharis grayi
10130,ara glaucogularis
1283,ptilinopus tannensis
6302,harpactes ardens
1666,incana incana
4444,anthochaera lunulata
6385,erythrura hyperythra
6379,perdicula erythrorhyncha
8994,geospiza fortis
7394,chalybura buffonii
10597,polemaetus bellicosus
8267,thalurania furcata
5545,anthus chloris
3489,microeca flaviventris
3576,knipolegus poecilocercus
2066,todirostrum chrysocrotaphum
8085,thalassornis leuconotus
466,myzomela dammermani
10527,anthus pratensis
9365,uraeginthus granatinus
2637,veles binotatus
3511,sericornis arfakianus
980,rallina leucospila
4050,anthus furcatus
4793,chlorospingus flavigularis
7806,garrulax rufifrons
5970,cochoa azurea
1758,aethopyga primigenia
5313,megascops albogularis
8618,leptocoma sperata
10438,hydroprogne caspia
6977,loxops coccineus
3957,nigrita bicolor
8495,cracticus nigrogularis
5272,tricholestes criniger
8396,poecile lugubris
2803,hemispingus verticalis
6789,patagioenas speciosa
7503,andigena nigrirostris
3737,campylorhynchus megalopterus
2287,schistocichla leucostigma
3749,leptopogon rufipectus
1573,prinia somalica
5085,chlorodrepanis stejnegeri
592,schistocichla humaythae
8596,perissocephalus tricolor
3452,caprimulgus atripennis
3195,amaurolimnas concolor
10134,aphelocoma coerulescens
1180,phylloscopus budongoensis
908,microeca griseoceps
7106,turdus ignobilis
3646,attila rufus
8039,myiagra inquieta
8502,sylvia nana
1762,chlorospingus inornatus
578,scytalopus sanctaemartae
9889,gyps indicus
10703,bucephala clangula
3017,rhopias gularis
3644,anthus bogotensis
7949,tangara guttata
7364,phytotoma raimondii
7363,luscinia pectardens
9771,oenanthe deserti
8765,eumyias thalassinus
8794,caprimulgus longipennis
4740,ninox affinis
5699,chlorocichla flaviventris
8342,cyornis pallipes
1898,melanopareia maranonica
8086,camarhynchus heliobates
3897,zentrygon carrikeri
1221,neocossyphus rufus
7533,passer griseus
1323,myiagra vanikorensis
2113,columba pollenii
5661,locustella tacsanowskia
9593,cyanocorax caeruleus
9158,empidonax flaviventris
10196,ephippiorhynchus senegalensis
1044,zosterops grayi
7355,basileuterus culicivorus
7937,myioborus pictus
1319,meliphaga albonotata
4052,myiothlypis nigrocristata
5412,manucodia jobiensis
594,pengana robertbolesi
4435,synallaxis frontalis
3572,eugralla paradoxa
9307,sula variegata
2045,ochthoeca oenanthoides
6662,megascops cooperi
9185,myiarchus cinerascens
10917,luscinia megarhynchos
1168,pteruthius annamensis
3399,chlorospingus parvirostris
3615,thripadectes rufobrunneus
7082,astrapia rothschildi
695,schiffornis stenorhyncha
7423,klais guimeti
8010,vireo cassinii
112,cinnyris ursulae
8550,acridotheres fuscus
6904,cassiculus melanicterus
10294,egretta tricolor
5772,alectroenas madagascariensis
2079,turdus menachensis
7966,palmeria dolei
8393,celeus flavescens
6106,mionectes oleagineus
8777,dendragapus fuliginosus
5863,odontophorus guttatus
10013,erithacus akahige
201,ptilorrhoa castanonota
6707,amazona autumnalis lilacina
1710,zosterops rotensis
10302,thectocercus acuticaudatus
6937,anurophasis monorthonyx
3194,todiramphus godeffroyi
2180,cantorchilus thoracicus
1986,macropygia magna
259,zosterops sanctaecrucis
10057,tauraco persa
9326,trachyphonus vaillantii
1764,cisticola lateralis
9150,gorsachius goisagi
2593,sicalis lebruni
9322,phaps chalcoptera
7911,manorina melanophrys
61,prosobonia cancellata
2243,apalis jacksoni
51,palaeeudyptes gunnari
6199,nucifraga multipunctata
2687,myrmoborus leucophrys
8249,pericrocotus solaris
3918,hirundo megaensis
2752,petroica bivittata
9140,vireo flavifrons
7638,petrochelidon ariel
4725,crithagra flavigula
7459,pseudonestor xanthophrys
3235,rhipidura rufidorsa
7426,ducula goliath
4396,centropus toulou
4361,tangara viridicollis
866,eremophila bowmanii
4040,certhilauda curvirostris
7310,malaconotus blanchoti
10215,ploceus philippinus
6182,psittacara rubritorquis
6578,coracina newtoni
7256,burhinus superciliaris
10766,parabuteo unicinctus
2305,setopagis maculosa
2525,pternistis harwoodi
3219,leptasthenura xenothorax
2906,mecocerculus poecilocercus
10151,regulus calendula
506,caloenas canacorum
6985,corythopis delalandi
6941,sitta formosa
10758,mimus polyglottos
3867,fulvetta manipurensis
1245,zosterops luteus
3583,thamnolaea semirufa
8412,vireo bellii
6654,tyrannus crassirostris
6405,pteroglossus bitorquatus
9477,florisuga mellivora
4440,xanthotis macleayanus
2953,copsychus albiventris
7710,rostratula australis
1378,eremomela pusilla
6853,pterodroma mollis
4161,stachyris erythroptera
6545,ancistrops strigilatus
993,lichenostomus obscurus
6700,anthracoceros montani
308,lichmera monticola
8720,patagioenas cayennensis
5551,nemosia pileata
8865,spinus lawrencei
4089,crypturellus variegatus
9346,oena capensis
9011,passerina versicolor
9206,ardeotis australis
9636,ptilinopus jambu
38,stresemannia bougainvillei
5578,coeligena helianthea
10722,bonasa umbellus
8391,scotopelia ussheri
1990,cabalus modestus
3758,pericrocotus cantonensis
4547,aethopyga shelleyi
5221,eremophila alternifolia
2343,cisticola restrictus
7339,vidua fischeri
635,cnipolegus orenocensis  [sic]
7432,campethera abingoni
2636,eremopterix leucopareia
5606,mascarinus mascarin
283,alcippe hueti
7387,megalaima virens
9330,anhinga melanogaster
6927,hedydipna metallica
6478,crithagra striolatus
6673,eremopterix griseus
10040,cistothorus palustris
5224,lepidopyga coeruleogularis
6878,phaenicophaeus javanicus
10931,ara ararauna
4662,micropsitta keiensis
7434,tachyphonus rufus
5285,habia atrimaxillaris
5611,phalacrocorax fuscescens
6888,orthogonys chloricterus
9743,ptilopsis granti
9872,buteogallus solitarius
6953,ptilopachus petrosus
9278,setophaga castanea
10432,ichthyaetus melanocephalus
3767,thamnophilus bernardi
106,actenoides capucinus
4346,cyclarhis nigrirostris
10751,lonchura striata domestica
3791,talegalla cuvieri
8045,netta erythrophthalma
2699,compsospiza baeri
8161,molothrus oryzivorus
9299,strepera graculina
4098,gallinago andina
2519,riparia congica
7424,chrysococcyx basalis
4165,attagis malouinus
6827,charadrius marginatus
3460,phylloscopus tytleri
2151,myiagra azureocapilla
7260,vermivora bachmanii
1753,otus hartlaubi
7450,anas nesiotis
5376,dryolimnas cuvieri
599,rhipidura malaitae
8150,phylloscopus trivirgatus
7295,larus atlanticus
7699,falcipennis falcipennis
9447,ithaginis cruentus
2887,apalis fuscigularis
10593,pitangus sulphuratus
9349,otus lempiji
1966,otus silvicola
704,aerodramus hirundinaceus
3229,ploceus insignis
5416,aegolius gradyi
7298,emberiza tristrami
5906,puffinus bailloni
9784,circaetus pectoralis
6313,eupetes macrocerus
7076,phaenostictus mcleannani
5256,turdus nigrescens
211,hemignathus affinis
9146,hirundo atrocaerulea
5013,paradigalla brevicauda
262,loxioides kikuchi
3702,lonchura nevermanni
10160,fregata minor
1706,zimmerius bolivianus
2204,trochalopteron chrysopterum
2755,lonchura tristissima
2852,xenicibis xympithecus
4557,ptyonoprogne obsoleta
5168,heterophasia melanoleuca
4430,pomatorhinus ruficollis
4839,bradypterus baboecala
9174,euplectes afer
8621,melanerpes candidus
8237,stachyridopsis rufifrons
10504,sylvia curruca
4004,syndactyla rufosuperciliata
3542,acrocephalus concinens
7973,melanerpes pucherani
4418,hylophilus poicilotis
3492,geositta tenuirostris
3808,coccyzus ferrugineus
4672,ptilinopus porphyraceus
4309,todiramphus farquhari
6393,brotogeris sanctithomae
7628,pycnonotus dispar
1617,sylvia buryi
4915,aspatha gularis
7031,cossypha natalensis
8284,lanio fulvus
1463,spelaeornis longicaudatus
6476,clytoctantes alixii
9792,leuconotopicus borealis
5913,cryptoleucopteryx plumbea
4705,dendropicos xantholophus
2638,caprimulgus celebensis
4273,todiramphus saurophaga
7397,catharus mexicanus
7695,crypturellus soui
3512,timberline sparrow
4893,ficedula elisae
5982,otus siaoensis
6369,euphonia affinis
8775,ibidorhyncha struthersii
10056,ichthyaetus audouinii
2604,arborophila merlini
1030,synallaxis hypochondriaca
8175,cyclopsitta diophthalma coxeni
8713,vireo philadelphicus
4886,phalacrocorax chalconotus
6822,oenanthe finschii
9944,acrocephalus paludicola
1803,philydor pyrrhodes
2349,cyornis omissus
9374,bubo philippensis
10164,rollulus rouloul
9750,limosa haemastica
5023,spermophaga ruficapilla
749,tephrozosterops stalkeri
9598,geokichla interpres
1391,centropus chalybeus
10334,nipponia nippon
9972,passer hispaniolensis
6137,ploceus rubiginosus
8582,prunella atrogularis
5367,anthracothorax veraguensis
10674,larus marinus
8672,ploceus hypoxanthus
9403,psaltriparus minimus
2404,ortalis araucuan
8838,garrulus lidthi
912,myrmotherula urosticta
9308,trichoglossus rubritorquis
4963,abroscopus schisticeps
1358,mino kreffti
7341,amazilia lactea
1338,pomarea fluxa
4045,nicator chloris
10186,agapornis lilianae
781,myrmecocichla collaris
9116,afrotis afra
9460,geokichla citrina
697,oxypogon lindenii
880,ducula subflavescens
10299,nyctibius grandis
8677,haematopus moquini
7738,paraphysornis brasiliensis
6939,icterus croconotus
8840,columba junoniae
5512,trochalopteron fairbanki
819,myzomela eques
7887,locustella certhiola
1133,poecilotriccus calopterus
4232,thamnophilus punctatus
4892,otus mantananensis
9280,poecile hudsonicus
7097,antrostomus ridgwayi
2999,dicaeum pygmaeum
5968,aethopyga mystacalis
6675,foudia rubra
1162,buteogallus daggetti
6195,buteogallus subtilis
6238,cercotrichas coryphaeus
8917,nycticorax caledonicus
10731,branta sandvicensis
748,tachyphonus rufiventer
6948,tauraco macrorhynchus
7206,platysmurus leucopterus
9028,chalcopsitta atra
1276,psittacara labati
2051,pseudelaenia leucospodia
2936,picumnus fulvescens
4975,batrachostomus cornutus
3736,brachypteryx stellata
9410,hirundo neoxena
3454,crithagra koliensis
9662,chloroceryle amazona
2179,pheugopedius coraya
3323,grallaricula lineifrons
4275,aimophila notosticta
2624,crithagra donaldsoni
5760,lonchura leucogastra
5456,ortalis poliocephala
6785,trogon citreolus
4922,coracina javensis
9226,sericulus chrysocephalus
9527,dacelo leachii
4857,conopophaga melanops
8266,catharus bicknelli
5658,arborophila davidi
9548,oxyura vittata
3028,poospiza thoracica
10790,zenaida macroura
6716,oreomystis bairdi
9096,accipiter soloensis
1465,neocossyphus fraseri
982,alethe diademata
10661,circus pygargus
1834,eclectus infectus
164,rhegminornis calobates
542,phyllastrephus poliocephalus
5105,grallaria squamigera
3102,hemitriccus granadensis
5710,capito aurovirens
8569,promerops cafer
5295,dryocopus hodgei
7516,garrulus lanceolatus
21,asphaltoglaux cecileae
3294,melidora macrorrhina
9697,phalacrocorax harrisi
2506,anas theodori
10806,cygnus cygnus
8902,eutriorchis astur
2498,galbula leucogastra
4292,macronyx ameliae
6245,sporophila hypoxantha
4290,iridosornis analis
6882,pycnonotus flavescens
9182,buteo brachyurus
673,loxops wolstenholmei
2526,megapodius layardi
1440,neopelma chrysocephalum
3973,certhilauda semitorquata
468,myzomela tristrami
1264,hartertula flavoviridis
1930,synallaxis cinerascens
1685,ornorectes cristatus
3097,cisticola brunnescens
9105,turnix sylvaticus
4117,onychognathus frater
7412,arborophila chloropus
4064,malcorus pectoralis
5964,tanysiptera danae
5161,terpsiphone cinnamomea
4874,stachyris poliocephala
5268,setopagis parvula
5475,griseotyrannus aurantioatrocristatus
4807,oenanthe lugentoides
1446,phylloscartes kronei
2093,otus umbra
7685,burhinus bistriatus
6850,chlorostilbon melanorhynchus
4222,phylloscartes flavovirens
2763,leucippus taczanowskii
7814,lorius domicella
6465,campethera nubica
3101,grallaria przewalskii
3155,speculipastor bicolor
10817,agapornis fischeri
7770,contopus pertinax
3031,prionops alberti
8400,chroicocephalus serranus
8792,sterna vittata
1836,athene cretensis
7245,prosopeia splendens
12,puffinus spelaeus
4343,cinclodes nigrofumosus
6606,egretta dimorpha
5355,sylvia balearica
4649,todiramphus miyakoensis
353,rhipidura sauli
5702,ammodramus aurifrons
1433,myiophobus cryptoxanthus
1415,ficedula buruensis
7388,pyrrhula erythrocephala
10774,anas clypeata
8369,telophorus zeylonus
7792,neomorphus geoffroyi
2065,thlypopsis ornata
7221,cyanolyca turcosa
8736,crax alector
203,rhipidura superflua
2147,lepidothrix coeruleocapilla
5171,liocichla ripponi
6807,francolinus gularis
6307,oreothlypis gutturalis
9934,psarocolius decumanus
3211,diglossa glauca
5919,ducula carola
6187,dendrocolaptes sanctithomae
9910,setophaga americana
9104,atticora fasciata
2747,western rufous bristlebird
5428,aerodramus spodiopygius
5484,dendrocopos hyperythrus
5504,eriocnemis derbyi
8239,anas rhynchotis
9069,macronectes halli
6339,sporophila ruficollis
1148,xanthotis provocator
3529,sphenocichla humei
4241,empidornis semipartitus
3861,pomatorhinus superciliaris
7330,dicaeum quadricolor
7735,phaetusa simplex
9611,loriculus galgulus
1269,phylloscopus laetus
8051,pycnonotus plumosus
10189,chalcophaps indica
3965,heliangelus zusii
1876,clytomyias insignis
3458,megalurus albolimbatus
8417,phoebetria fusca
10782,coturnix japonica
267,ptilorrhoa geislerorum
7074,melithreptus gularis
6392,fregetta tropica
3002,euphonia fulvicrissa
3779,picumnus minutissimus
3016,myophonus borneensis
7092,harpactes wardi
941,certhia hodgsoni
8881,ardea pacifica
2005,cinnycerthia peruana
558,monarcha erythrostictus
7648,larus livens
2406,tephrodornis affinis
4531,megapodius pritchardii
8707,geospiza fuliginosa
8841,lanius tigrinus
2321,pseudalaemon fremantlii
8897,apteryx owenii
7941,grallaria ridgelyi
3842,myioparus plumbeus
10192,furnarius rufus
14,norfolk triller
8151,pyrrhura picta
4703,zimmerius chrysops
4441,megalaima corvina
9943,alectura lathami
10161,pluvialis fulva
7119,stiltia isabella
5321,micromonacha lanceolata
285,cynanthus doubledayi
9738,calidris temminckii
1975,phylloscopus ruficapilla
138,knipolegus cabanisi
6111,chroicocephalus hartlaubii
9653,gypohierax angolensis
9350,treron phoenicoptera
10459,regulus ignicapilla
190,rallina forbesi
7416,euplectes gierowii
8398,polyplectron schleiermacheri
10028,halcyon coromanda
2616,eocypselus rowei
1590,calandrella erlangeri
9245,leucosticte tephrocotis
4485,euphonia imitans
7254,sitta azurea
4891,liocichla omeiensis
7140,podargus ocellatus
9306,empidonax minimus
5732,vini stepheni
10671,ectopistes migratorius
2254,drymophila malura
7271,lamprotornis splendidus
5930,caloramphus fuliginosus
7154,pellorneum albiventre
10261,steatornis caripensis
1790,muscicapa infuscata
4124,mustelirallus colombiana
10780,delichon urbicum
6680,lorius hypoinochrous
4196,anairetes nigrocristatus
5399,sporophila telasco
449,coracina sula
5841,caprimulgus nubicus
2325,apus niansae
3831,diglossa sittoides
4830,tyto manusi
5100,carpornis cucullata
6130,dasyornis brachypterus
9574,selasphorus sasin
7366,progne chalybea
1356,stactolaema whytii
4198,myiothlypis basilicus
8859,anthracothorax nigricollis
1342,rhipidura nebulosa
8545,serinus canicollis
3084,onychognathus albirostris
2134,cyornis hoevelli
3345,thlypopsis fulviceps
3037,turdus fulviventris
604,otus nigrorum
1454,pseudoseisura unirufa
7614,oenanthe cypriaca
2215,crithagra mennelli
837,xiphorhynchus spixii
605,ninox spilonotus
1314,illadopsis pyrrhoptera
4016,malacopteron affine
2438,asthenes heterura
5183,androdon aequatorialis
5450,cittura cyanotis
480,rhegmatorhina hoffmannsi
5653,crypturellus cinereus
3343,scytalopus macropus
8306,amazona festiva
7230,anorrhinus galeritus
1005,mayrornis versicolor
3033,ramphotrigon megacephalum
3677,cantorchilus semibadius
10935,haliaeetus albicilla
844,barnes' astrapia
2850,calicalicus rufocarpalis
6004,yuhina diademata
7370,asio abyssinicus
7809,chloropsis jerdoni
10895,gypaetus barbatus
1469,tchagra jamesi
6402,tityra inquisitor
4096,empidonax atriceps
6110,capsiempis flaveola
7324,chlorospingus flavopectus
10554,somateria spectabilis
5006,pyrrhura amazonum
4190,batrachostomus affinis
8293,apus nipalensis
2521,carpodacus rodopeplus
3908,cisticola brachypterus
5310,haematopus finschi
1352,zosterops atriceps
3491,garrulax vassali
3425,pomatorhinus schisticeps
3608,galbula cyanicollis
6064,aplonis magna
5716,clamator levaillantii
9205,glossopsitta concinna
6484,phaenicophaeus sumatranus
2463,hypocnemoides melanopogon
2439,atalotriccus pilaris
2659,anthus brachyurus
5676,chrysophlegma humii
4571,rhynchocyclus brevirostris
4210,malurus alboscapulatus
5393,oriolus hosii
5957,micrastur mintoni
10796,alectoris rufa
9016,brotogeris jugularis
7244,streptoprocne zonaris
7572,mirafra cantillans
5012,linurgus olivaceus
2627,saltator nigriceps
1485,lonchura pallidiventer
9135,geronticus calvus
4517,pterodroma caribbaea
8557,ichthyaetus relictus
250,ochthoeca jelskii
8910,tangara cyanicollis
7805,cossypha heuglini
9163,casuarius unappendiculatus
404,syndactyla striatus
9715,anas bahamensis
7542,hypopyrrhus pyrohypogaster
1871,batis minima
10210,elanus leucurus
1840,accipiter fasciatus natalis
3001,euphonia concinna
10381,fregata magnificens
8483,spilornis elgini
579,sheppardia bocagei
7772,ampeliceps coronatus
3404,furnarius cristatus
5454,lophornis pavoninus
6645,pharomachrus fulgidus
5413,tangara cabanisi
7857,leptocoma calcostetha
10749,phoenicurus phoenicurus
72,thinornis rossi
3067,heliodoxa branickii
9518,oreortyx pictus
3700,tanysiptera ellioti
2502,heliangelus clarisse
3953,chaetoptila angustipluma
7585,spizella atrogularis
6289,chamaepetes goudotii
1418,gerygone tenebrosa
4730,phylloscopus xanthoschistos
6006,colaptes punctigula
3668,myrmoborus myotherinus
9208,cacatua haematuropygia
3270,prinia hypoxantha
1885,trochalopteron virgatum
10586,actitis hypoleucos
10412,coracias benghalensis
9698,emberiza rustica
6400,sporophila castaneiventris
4061,gymnocichla nudiceps
8584,melanoperdix niger
4923,lichenostomus flavescens
6655,ortygospiza atricollis
8402,riparia paludicola
6284,attila spadiceus
10615,eudyptes chrysolophus
334,porphyrio paepae
9749,falco novaeseelandiae
2754,lagonosticta landanae
7343,coccyzus vetula
8741,lophura bulweri
6917,nesoptilotis leucotis
4930,myiobius barbatus
9089,puffinus yelkouan
6952,setophaga graciae
3242,thamnophilus murinus
2233,lamprotornis elisabeth
8201,cardellina ruber
2242,anthus sokokensis
1947,rawnsley's bowerbird
7465,malacocincla sepiaria
8599,chersophilus duponti
7930,parus spilonotus
509,grus pagei
3703,phalacrocorax colensoi
8427,metopidius indicus
10336,chordeilinae
6667,grallaria ruficapilla
2127,cisticola robustus
7926,alcedo quadribrachys
6163,cyanomitra olivacea
1439,cinnyris coquerellii
2216,phaethornis subochraceus
8224,anisognathus igniventris
8734,semnornis ramphastinus
3389,ixos virescens
927,ptilocichla falcata
2581,newtonia brunneicauda
3761,pitta anerythra
8456,malurus melanocephalus
6563,sylvia deserticola
952,zoonavena sylvatica
2056,schiffornis major
2103,mirafra cordofanica
9727,calonectris borealis
3362,crithagra hyposticta
8890,pterocles exustus
4534,melocichla mentalis
5703,campylorhamphus trochilirostris
1027,ptiloprora guisei
5979,dendrocitta cinerascens
9557,colibri thalassinus
10473,grus leucogeranus
7141,epthianura aurifrons
6157,iole olivacea
6504,lonchura molucca
8977,jacana spinosa
4261,pternistis rufopictus
5664,aprosmictus jonquillaceus
8773,lophura edwardsi
1090,macropygia mackinlayi
9292,sterna forsteri
10087,hippolais icterina
2324,cypseloides storeri
5307,zosterops pallidus
3693,myiodynastes hemichrysus
5260,spinus siemiradzkii
2657,aethopyga pulcherrima
7823,asio madagascariensis
255,synallaxis zimmeri
561,myrmeciza disjuncta
10240,dendrocygna viduata
10854,larus canus
7683,rhipidura javanica
1839,taiwan thrush
9285,pelargopsis capensis
6329,euplectes axillaris
8781,ammodramus maritimus
6757,tangara peruviana
6580,phaethornis striigularis
854,arremon phygas
10630,charadrius dubius
3707,paroreomyza flammea
3304,chaetorhynchus papuensis
820,cinnyris minullus
3157,bradypterus sylvaticus
4655,strix davidi
5555,sylviparus modestus
989,coracina cinerea
1131,ploceus ruweti
6509,apalis flavida
2832,leonardina woodi
9954,poicephalus meyeri
4367,ixobrychus dubius
5244,pheugopedius maculipectus
5098,aimophila rufescens
7859,zosterops montanus
4823,trogon mesurus
6077,stipiturus mallee
2762,rhodacanthis palmeri
1909,philemon diemenensis
3714,calendulauda poecilosterna
445,caprimulgus donaldsoni
6665,merops malimbicus
632,gerygone albofrontata
8740,anous minutus
9838,halcyon pileata
3081,penelopides samarensis
3220,macroagelaius imthurni
1111,mayrornis lessoni
6200,lagonosticta rara
888,cisticola angusticauda
5205,ploceus badius
3087,todiramphus leucopygius
8823,pauxi pauxi
4885,sphecotheres viridis
1888,grallaria griseonucha
4880,dinopium rafflesii
3726,acridotheres albocinctus
4801,trochalopteron ngoclinhensis
4401,megascops marshalli
232,eurostopodus archboldi
5674,yuhina flavicollis
5147,treron apicauda
4985,chlorothraupis carmioli
10942,pica pica
10172,emberiza cirlus
4133,coracina lineata
5983,monias benschi
4605,alophoixus pallidus
3408,geositta poeciloptera
8087,esacus magnirostris
5421,wetmorethraupis sterrhopteron
52,empress of germany's bird of paradise
3190,cercomacra brasiliana
3036,turdoides hypoleuca
7731,pterodroma macroptera
9418,columba arquatrix
6032,euplectes nigroventris
10427,anthropoides paradiseus
7194,manacus aurantiacus
9832,patagioenas fasciata
1010,symposiachrus loricatus
637,meliphaga analoga
196,myrmeciza melanoceps
9517,rhipidura fuliginosa
5050,cichladusa guttata
10085,somateria fischeri
7427,alcedo argentata
10275,baikal teal
8811,melanocorypha yeltoniensis
9478,melanerpes aurifrons
822,nesospiza wilkinsi
123,rallus eivissensis
3057,alethe castanea
10066,mniotilta varia
3725,coenocorypha pusilla
10103,glaucidium gnoma
4636,todirostrum maculatum
8523,locustella lanceolata
8021,megalaima lineata
1287,artamus insignis
3557,androphobus viridis
9229,harpyopsis novaeguineae
7115,euphonia minuta
6742,zoothera lunulata
5899,circaetus beaudouini
382,meliphaga orientalis
1554,hylopezus macularius
2668,euplectes aureus
5068,cantorchilus griseus
5300,myiopagis gaimardii
1659,grallaria hypoleuca
7612,chaetura cinereiventris
6786,rhinoptilus africanus
7868,crithagra citrinelloides
8730,amazilia violiceps
770,aplonis ulietensis
8082,discosura popelairii
2104,mirafra ashi
3882,otus brookii
4623,madanga ruficollis
2023,trochalopteron subunicolor
2626,parkerthraustes humeralis
7100,lyncornis macrotis
8758,galerida theklae
2344,cnipodectes subbrunneus
3368,nothoprocta curvirostris
6502,serinus flavivertex
3865,lybius rubrifacies
8170,neophema petrophila
979,anurolimnas fasciatus
9826,setophaga palmarum
2238,laterallus xenopterus
8360,creatophora cinerea
9004,stictonetta naevosa
3021,parus albiventris
3078,spizocorys starki
1608,amphilais seebohmi
6564,pseudobulweria rostrata
9849,necrosyrtes monachus
5024,lonchura ferruginosa
5768,phylloscopus armandii
1253,capellirallus karamu
9414,turdus grayi
1119,myiotheretes fuscorufus
8492,musophaga rossae
2838,zosterops atrifrons
9240,pyrilia caica
6968,enicurus leschenaulti
4570,pomatorhinus mcclellandi
1244,vireo gracilirostris
2727,geokichla dumasi
2834,ochetorhynchus ruficaudus
8931,ceyx rufidorsa
3744,ficedula basilanica
2360,telophorus kupeensis
6092,ceyx lepidus
7567,tarsiger chrysaeus
1756,alcedo nais
10525,lagopus lagopus scotica
9242,cyanerpes caeruleus
6209,jubula lettii
6951,tephrodornis gularis
8660,didunculus strigirostris
3977,micrastur buckleyi
1292,batis poensis
9048,crypturellus obsoletus
2601,zosterops nehrkorni
10514,pyrrhura molinae
3666,myiobius atricaudus
1892,hylophilus brunneiceps
10464,cyanopica cyanus
1390,centropus ateralbus
2718,turdoides melanops
9304,anas versicolor
3398,cacicus sclateri
7131,trochalopteron milnei
6975,melanerpes striatus
2528,seicercus poliogenys
1686,ploceus flavipes
8404,charadrius ruficapillus
5269,charadrius alticola
3922,allenia fusca
4687,euscarthmus meloryphus
8807,cotinga cayana
1320,meliphaga montana
8450,leucophaeus scoresbii
6095,emberiza impetuani
10747,falco naumanni
3484,conopophaga peruviana
6467,anas melleri
6162,melanoptila glabrirostris
7170,pipraeidea melanonota
4693,cinnyris mediocris
9582,lonchura malabarica
6845,passer eminibey
417,megapodius molistructor
1324,myioborus albifrons
7391,corvus torquatus
10229,calcarius lapponicus
8069,mitu tuberosum
10903,dendrocopos major
2723,xenerpestes minlosi
4942,rhinoptilus chalcopterus
10038,seiurus aurocapilla
4035,eriocnemis cupreoventris
5173,slate-colored fox sparrow
3533,tanysiptera riedelii
10390,anthus trivialis
9497,cacatua tenuirostris
10194,loxia pytyopsittacus
9816,pseudoleistes guirahuro
663,zosterops griseotinctus
8228,sappho sparganurus
3434,euchrepomis humeralis
8538,melanochlora sultanea
4480,corapipo gutturalis
336,andrewsornis abbotti
6432,mixornis gularis
6928,camarhynchus pauper
1738,graminicola bengalensis
10312,bubo africanus
150,myiagra pluto
