species_no,scientific_name
47,capitonides europeus
4747,basileuterus tristriatus
289,anas strepera couesi
10362,melanitta perspicillata
555,lalage melanoleuca
8510,achaetops pycnopygius
3750,sylviorthorhynchus desmursii
5688,cryptospiza salvadorii
8186,dendroica coronata coronata
5494,tyto nigrobrunnea
6017,plectorhyncha lanceolata
766,scytalopus stilesi
6438,picathartes oreas
3008,herpsilochmus atricapillus
7175,rhynchopsitta terrisi
3201,anthreptes gabonicus
7889,charmosyna toxopei
1664,hylophilus pectoralis
3423,petronia pyrgita
8349,himantopus mexicanus knudseni
4492,melanopareia elegans
2827,sublegatus modestus
7914,polioptila nigriceps
2465,telophorus multicolor
7282,gallirallus sylvestris
4421,myiagra ruficollis
7042,estrilda rhodopyga
254,synallaxis infuscata
6352,estrilda nonnula
873,aerodramus leucophaeus
10584,numenius arquata
3719,caprimulgus poliocephalus
3175,heliodoxa xanthogonys
7466,phoenicurus erythrogastrus
2351,elaenia strepera
2797,cacicus koepckeae
1525,gygis microrhyncha
4838,penelope pileata
6865,falco alopex
1730,pseudorectes ferrugineus
665,zosterops mouroniensis
5080,mirafra fasciolata
3168,nesocharis ansorgei
9297,emberiza leucocephalos
7895,heliopais personatus
4702,xolmis velatus
1240,euchrepomis callinota
2939,picumnus steindachneri
7079,parus cinereus
3917,heterophasia pulchella
9244,numenius tenuirostris
10888,tetrao tetrix
2039,mionectes rufiventris
4593,andropadus importunus
5802,pauxi unicornis
2422,caprimulgus centralasicus
1047,terpsiphone batesi
6520,anthracothorax viridigula
10184,elanoides forficatus
5757,patagioenas nigrirostris
9897,leptoptilos javanicus
2524,discosura letitiae
732,myrmeciza fortis
6444,loxops mana
8940,paradisaea guilielmi
10385,athene brama
1543,coracina bicolor
3378,certhilauda subcoronata
3403,elaenia cristata
7090,cinnyris bifasciatus
8013,greater ani
3449,eulacestoma nigropectus
9642,synthliboramphus antiquus
7905,sylvia deserti
9241,loriculus philippensis
6355,alectoris philbyi
1254,elliot's bird of paradise
7329,pycnonotus capensis
1404,apalis melanocephala
3414,knipolegus poecilurus
10233,pionus menstruus
2863,hylocharis humboldtii
8991,falco hypoleucos
5087,accipiter butleri
10972,tyto alba
4091,telespiza ultima
6417,centropus grillii
9586,serilophus lunatus
7226,columba eversmanni
6955,pterodroma cookii
5595,vireo pallens
5226,accipiter madagascariensis
6997,xenospingus concolor
2192,progne sinaloae
5447,sylvia althaea
4118,spreo albicapillus
6842,leptodon forbesi
4398,bulweria fallax
911,myrmotherula longicauda
6105,petroica multicolor
4729,bathmocercus cerviniventris
5592,diglossa baritula
3838,melanodera xanthogramma
5918,glaucidium griseiceps
7098,psittacula calthrapae
9674,egretta gularis
9528,eupetomena macroura
7791,chaetocercus mulsant
4753,trochalopteron affine
10333,leucophaeus atricilla
10639,selasphorus rufus
1124,pachycephala homeyeri
7157,celeus castaneus
9751,alcedo meninting
6897,lepidocolaptes affinis
4306,acrocephalus vaughani
134,locustella kashmirensis
4872,pomatorhinus hypoleucos
5568,myiarchus sagrae
4500,psaltria exilis
9348,enicognathus ferrugineus
2396,eremomela canescens
9118,mycteria cinerea
7420,parus nuchalis
4120,ducula perspicillata
5959,glaucidium palmarum
1438,nectarinia bocagii
4414,drymodes brunneopygia
5095,aramides mangle
1459,sericornis spilodera
4403,zentrygon costaricensis
4202,dicaeum australe
3240,sitta cashmirensis
6777,chalcostigma herrani
8581,muscicapa sibirica
2429,zentrygon lawrencii
987,clytorhynchus hamlini
3964,crithagra capistratus
3852,platysteira castanea
3313,dicaeum hypoleucum
4140,emberiza godlewskii
132,tyto letocarti
4572,stachyris grammiceps
10141,pycnonotus sinensis
5238,microeca flavigaster
9458,psiloscops flammeolus
9648,paradisaea minor
5883,cacicus solitarius
653,rhipidura opistherythra
2135,certhiasomus stictolaema
8571,geospiza magnirostris
1867,arremonops tocuyensis
2709,tangara fucosa
6118,heliothryx auritus
4917,mustelirallus erythrops
1273,caprimulgus nigriscapularis
10090,psittacara holochlorus
5138,pterodroma atrata
2471,anabathmis hartlaubii
1595,sheppardia aurantiithorax
9842,phodilus badius
1462,phlegopsis borbae
2020,erythrocercus livingstonei
7137,megascops nudipes
7342,heliangelus amethysticollis
10800,otis tarda
128,picavus litencicensis
2590,poospiza alticola
4903,doricha enicura
8128,lepidothrix coronata
7410,batrachostomus septimus
10517,certhia familiaris
2791,pseudalethe poliocephala
2062,stigmatura napensis
3106,lathria streptophorus
9918,agapornis canus
4113,leucopternis kuhli
5786,tauraco schuetti
10410,syrmaticus mikado
4280,batis mixta
8099,micrastur ruficollis
9655,panterpe insignis
434,aethopyga jefferyi
4716,treron pompadora
9748,cettia cetti
10736,glaucidium passerinum
10562,anas discors
5141,basilornis mirandus
3799,eudyptes chathamensis
5370,acrocephalus sorghophilus
3781,eremophila decipiens
4393,nystalus striolatus
9106,eudyptula minor albosignata
3469,lamprotornis acuticaudus
8650,garrulax morrisonianus
9394,leipoa ocellata
1772,euphonia plumbea
10718,pelecanus onocrotalus
7863,pterodroma hasitata
9866,gelochelidon nilotica
7900,spindalis zena
9570,geopelia placida
7921,podoces pleskei
534,urosphena subulata
1379,megaxenops parnaguae
2129,coracina coerulescens
4832,aglaeactis aliciae
9612,athene blewitti
7309,chlorochrysa phoenicotis
3322,grallaria varia
9564,agapornis pullarius
984,atlapetes forbesi
10241,chauna torquata
2681,merulaxis stresemanni
10203,pycnonotus flaviventris
4138,dicrurus montanus
5005,picus rabieri
7978,ficedula hyperythra
8262,rhipidura rufifrons
3900,mustelirallus albicollis
962,aethopyga magnifica
1048,dasycrotapha pygmaea
1804,phylloscartes beckeri
8733,apteryx rowi
5482,knipolegus aterrimus
5414,megapodius freycinet
1611,eremomela gregalis
1568,phyllomyias urichi
8591,aethia psittacula
4970,glaucidium tephronotum
6196,polioptila plumbea
2417,lewinia muelleri
9745,pionus senilis
2125,calamonastes undosus
10274,ninox scutulata
10510,barnardius zonarius
999,hemitriccus minimus
2891,chlorothraupis olivacea
5187,ramphomicron dorsale
8348,poicephalus flavifrons
8453,butorides sundevalli
9523,neochmia temporalis
9344,saxicola maurus
4913,columba iriditorques
3095,cichlocolaptes leucophrus
5118,pseudhirundo griseopyga
1776,hemispingus goeringi
9856,selasphorus calliope
769,rhipidura fuscorufa
4899,lanioturdus torquatus
10660,aythya ferina
2097,ortalis superciliaris
8724,aratinga auricapillus
497,scytalopus urubambae
2946,horornis flavolivaceus
2598,xenocopsychus ansorgei
1795,myzomela chloroptera
5579,chlorostilbon swainsonii
7396,glaucidium costaricanum
7061,poecile sclateri
7398,agropsar sturninus
3150,automolus lammi
6970,paradoxornis guttaticollis
10047,cardellina canadensis
1625,nicator vireo
4926,elminia albicauda
2810,motacilla flaviventris
3280,accipiter imitator
5033,elvira chionura
8263,tachybaptus novaehollandiae
4526,chalcostigma heteropogon
3760,phrygilus atriceps
5372,sterna trudeaui
9654,charadrius leschenaultii
523,apalis lynesi
2211,pycnonotus taivanus
7979,podiceps taczanowskii
10878,passer montanus
8445,campephilus guatemalensis
3327,hirundo perdita
10142,lophura diardi
5763,apalis thoracica
5777,cotinga ridgwayi
492,toxorhamphus novaeguineae
7390,geophaps scripta
10048,spizaetus melanoleucus
5536,neopsittacus musschenbroekii
7458,vini australis
10775,mergus merganser
8655,forpus xanthops
5591,cyornis turcosus
10308,phoebastria albatrus
2662,attila phoenicurus
923,plocepasser donaldsoni
116,zosterops luteirostris
9082,lonchura cucullata
10951,erithacus rubecula
9235,glareola nordmanni
9783,phoebastria nigripes
10891,egretta garzetta
7489,pyroderus scutatus
8578,tangara gyrola
4726,dendrortyx barbatus
2989,brachypteryx hyperythra
4599,aerodramus whiteheadi
7086,vanellus duvaucelii
3471,syma megarhyncha
4359,phoenicurus hodgsoni
92,cyphornis magnus
3540,leucippus chlorocercus
10221,agapornis nigrigenis
6593,melanerpes pygmaeus
805,heleia muelleri
16,cathartornis gracilis
9156,corcorax melanorhamphos
2302,picumnus nigropunctatus
8909,houbaropsis bengalensis
98,aramus paludigrus
8683,malurus lamberti
9565,melospiza georgiana
7146,puffinus bulleri
7032,cercotrichas leucophrys
1466,suiriri islerorum
5331,emberiza jankowskii
9551,tadorna variegata
10566,stephanoaetus coronatus
10849,lonchura oryzivora
7278,uratelornis chimaera
5554,phoenicurus schisticeps
6472,scenopoeetes dentirostris
8242,pterodroma baraui
10670,anser cygnoides
7020,pheucticus aureoventris
4005,vireolanius melitophrys
4069,pachyramphus niger
10887,grus japonensis
1903,myiotheretes fumigatus
400,schistocichla caurensis
7575,picathartes gymnocephalus
2294,vidua togoensis
8705,semioptera wallacii
6232,bycanistes fistulator
4038,myrmia micrura
9953,tetraogallus caspius
8537,tangara larvata
9689,uraeginthus angolensis
668,pachycephala citreogaster
10516,caloenas nicobarica
9382,eupsittula canicularis
5516,aulacorhynchus coeruleicinctis
5052,conothraupis mesoleuca
408,geokichla mendeni
2527,orthotomus derbianus
4285,euplectes psammacromius
7113,heliangelus exortis
3160,gallinula pacifica
2611,gallirallus pacificus
7117,picoides moluccensis
1033,syndactyla guttulata
1635,apalis rufogularis
5364,crinifer zonurus
5167,ramphocaenus melanurus
8726,chloropsis cyanopogon
922,phylloscartes ceciliae
36,cinclosoma clarum
3130,synallaxis ruficapilla
8665,calcarius ornatus
918,pachycephala griseonota
10426,torgos tracheliotos
7673,tangara preciosa
6718,chrysococcyx klaas
3166,oxypogon stuebelii
823,pachycephala monacha
780,coracina ingens
9870,melanitta deglandi
10372,nisaetus cirrhatus
6990,tricholaema leucomelas
1737,hylocharis pyropygia
2267,lepidocolaptes albolineatus
8812,agelaius tricolor
5788,cacicus uropygialis
9337,psephotus chrysopterygius
1141,euchrepomis sharpei
8176,ceratopipra erythrocephala
7185,polyboroides radiatus
3647,batis soror
8428,aulacorhynchus caeruleogularis
1407,asthenes berlepschi
5794,erythrura viridifacies
7642,tauraco schalowi
8555,thamnophilus doliatus
2708,synallaxis candei
4972,onychognathus nabouroup
240,malaconotus lagdeni
7886,andalgalornis steulleti
1527,bleda syndactylus
10865,strix varia
9054,chloephaga rubidiceps
3239,serpophaga munda
3366,estrilda poliopareia
9267,sternula nereis
8214,aethopyga gouldiae
5513,pachyramphus viridis
3701,estrilda rufibarba
3817,patagioenas goodsoni
5570,nothocercus bonapartei
9495,turdoides striata
2886,apalis argentea
2270,lophozosterops goodfellowi
9873,corythaeola cristata
5267,caprimulgus manillensis
569,neopelma sulphureiventer
1265,horornis annae
347,nesoenas duboisi
10803,oriolus oriolus
182,macrosphenus kretschmeri
8444,himantopus novaezelandiae
383,muscicapa boehmi
1520,cypseloides cryptus
9215,corvus ossifragus
8856,anthobaphes violacea
4589,puffinus persicus
5624,lamprotornis australis
5015,aptenodytes ridgeni
520,acrocephalus musae
6910,pomatorhinus horsfieldii
9081,calandrella rufescens
1236,scytalopus simonsi
2512,tockus damarensis
9395,parus aplonotus
6921,lalage tricolor
995,erythrocercus mccallii
5346,anthus leucophrys
6414,chrysocolaptes festivus
7348,cossypha albicapilla
5799,campylopterus rufus
6686,enicurus maculatus
9191,gallinula tenebrosa
784,gallinuloides wyomingensis
5620,scleroptila levaillantoides
2250,setophaga delicata
1601,aulacorhynchus whitelianus
8026,lonchura bicolor
10406,pulsatrix perspicillata
3236,rowettia goughensis
1108,illadopsis fulvescens
10567,syrmaticus reevesii
4932,pipreola arcuata
9687,spizaetus tyrannus
5761,cyanolimnas cerverai
275,aegypius jinniushanensis
5690,campylopterus pampa
8735,petronia xanthocollis
7836,chamaepetes unicolor
8574,amazona rhodocorytha
10932,buteo jamaicensis
2579,cinnyris manoensis
8347,larus vegae
10307,rostrhamus sociabilis
5124,cyanolyca armillata
5120,regulus teneriffae
6612,drepanorhynchus reichenowi
6345,podilymbus gigas
4584,saxicola stejnegeri
2775,monasa flavirostris
7826,grandala coelicolor
1957,pauxi koepckeae
1860,ducula chalconota
503,branta hylobadistes
3086,ptilinopus merrilli
9549,aceros nipalensis
9904,pooecetes gramineus
1017,pachycephala flavifrons
7727,habia rubica
1472,tolmomyias poliocephalus
10599,aquila audax
693,ptilinopus mangoliensis
8067,ardea sumatrana
10226,geothlypis trichas
919,pachycephala modesta
4686,euphonia jamaica
7843,oreotrochilus chimborazo
1493,ninox novaeseelandiae albaria
9449,calocitta colliei
6814,alophoixus ochraceus
6678,spreo bicolor
4387,goethalsia bella
3396,atlapetes albiceps
5920,ptilinopus perousii
2539,lamprotornis chalcurus
1558,malimbus erythrogaster
2596,tangara varia
9578,merops nubicus
6239,neodrepanis coruscans
9327,geranoaetus polyosoma
6141,platysteira cyanea
19,palaeospheniscus patagonicus
141,phylloscopus ogilviegranti
9159,polioptila californica
15,gallicolumba nui
2912,chalcomitra fuliginosa
9211,ammomanes deserti
7340,oreothlypis luciae
1809,platyrinchus flavigularis
10247,oryzoborus angolensis
10868,pygoscelis papua
6413,rhodospingus cruentus
8878,turdus obscurus
9175,agamia agami
7705,sitta whiteheadi
8585,estrilda troglodytes
5608,garrulax treacheri
5727,lalage leucomela
6178,tinamus osgoodi
2323,aeronautes montivagus
4129,cinclosoma castaneothorax
8390,bambusicola fytchii
6426,indicator minor
4172,cursorius rufus
3609,glareola cinerea
9982,thraupis sayaca
940,xenoperdix obscuratus
3594,rhipidura euryura
4227,psarocolius guatimozinus
6025,bolborhynchus ferrugineifrons
2609,compsothraupis loricata
3688,buteo platypterus brunnescens
1620,spizocorys personata
9915,certhia americana
10686,terathopius ecaudatus
6060,sternula saundersi
5449,clytospiza monteiri
5584,tigriornis leucolopha
5992,bubo leucostictus
1216,metabolus rugensis
5853,trochalopteron yersini
1513,locustella alishanensis
2742,ninox randi
2431,pseudalethe poliophrys
593,zimmerius acer
2222,sylvietta ruficapilla
2316,chlorostilbon stenurus
9962,uria lomvia
174,fulica chathamensis
5480,heteromunia pectoralis
1956,chersomanes beesleyi
5860,trogon melanurus
4318,chlorostilbon russatus
4849,turnix worcesteri
10658,falco vespertinus
6320,phaeochroa cuvierii
2652,leptotila megalura
5389,nectarinia johnstoni
355,colaptes oceanicus
9633,rallus crepitans
3061,ninox philippensis
1940,amytornis ballarae
1851,phaethornis rupurumii
10515,aythya marila
9288,onychorhynchus swainsoni
10314,micrathene whitneyi
226,acrocephalus yamashinae
2845,pterodroma occulta
10812,eclectus roratus
10949,cygnus atratus
303,aerodramus ocistus
4788,coua coquereli
3916,grallaria flavotincta
6126,treron psittaceus
9651,haliastur sphenurus
3213,haplochelidon andecola
6669,paradoxornis heudei
1277,alophoixus affinis
7882,galloperdix spadicea
6905,chlorochrysa nitidissima
6610,cyanocorax sanblasianus
7997,eutoxeres aquila
6051,heliodoxa leadbeateri
7116,ramphocelus flammigerus
6250,picus xanthopygaeus
10753,platycercus eximius
10442,setophaga coronata
6602,cyanoloxia glaucocaerulea
8432,urolestes melanoleucus
6749,columba pulchricollis
3628,arborophila hyperythra
2998,dendrocincla tyrannina
9480,dulus dominicus
6532,arremon aurantiirostris
832,thripadectes scrutator
8328,pyrrhula erythaca
7919,emberiza rutila
1434,myiornis albiventris
895,drymophila genei
7243,halobaena caerulea
4090,hylophilus flavipes
3146,gracula  enganensis
2706,urorhipis rufifrons
7827,polioptila dumicola
6069,carpodectes antoniae
1814,prionochilus olivaceus
2259,formicivora melanogaster
337,schistocichla rufifacies
4281,bradornis infuscatus
9959,ara rubrogenys
8188,cinnyris pulchellus
808,illadopsis puveli
6495,formicarius analis
8036,gallicolumba crinigera
8785,tragopan melanocephalus
2664,clytorhynchus vitiensis
4993,cinnyris erythrocercus
3409,geothlypis semiflava
7460,chrysuronia oenone
148,kupeornis chapini
5893,tchagra australis
779,sitta neglecta
4780,pachycephala rufogularis
10171,amazona auropalliata
3156,nesillas aldabrana
1850,gallinago macrodactyla
4173,junco vulcani
3979,saroglossa spiloptera
9881,gracupica nigricollis
5162,tijuca atra
8185,selasphorus scintilla
4748,calamonastes simplex
3188,megascops koepckeae
3209,coracina typica
3272,cercomela  tractrac
3772,turdus swalesi
4523,stenostira scita
295,urosphena neumanni
9538,tigrisoma lineatum
8541,geospiza difficilis septentrionalis
9472,asarcornis scutulata
10688,lagopus lagopus
2048,philemon fuscicapillus
6009,serpophaga cinerea
7069,aerodramus maximus
1874,cinclodes olrogi
5122,poliocephalus rufopectus
7610,chlamydera maculata
5072,garrulax perspicillatus
1085,chlorocichla simplex
2799,cranioleuca curtata
5837,glaucis dohrnii
630,lichmera flavicans
4902,discosura langsdorffi
8048,onychognathus morio
5576,tribonyx ventralis
5515,telophorus viridis
3066,nephelornis oneilli
9393,anthornis melanura
8225,cacicus chrysopterus
6197,pycnonotus erythropthalmos
7776,streptopelia bitorquata
856,sicalis mendozae
3906,clibanornis rubiginosus
3874,poospiza lateralis
7974,sylvia crassirostris
10707,casuarius casuarius
1381,scytalopus iraiensis
3990,hirundo aethiopica
913,cinnyris loveridgei
7701,oxypogon cyanolaemus
6101,myzomela cardinalis
5452,avocettula recurvirostris
5446,cinnyris dussumieri
2144,laniarius atroflavus
3344,tachycineta stolzmanni
1402,alcippe rufogularis
6367,contopus caribaeus
10900,corvus monedula
2041,myadestes lanaiensis
2677,arremon crassirostris
7239,brachyramphus brevirostris
8340,aulacorhynchus haematopygus
977,poeoptera stuhlmanni
10257,stercorarius parasiticus
2225,certhilauda chuana
10981,struthio camelus
5057,gymnomystax mexicanus
2562,formicarius nigricapillus
10313,cyanoptila cyanomelana
3724,pycnonotus nieuwenhuisii
4046,chalcophaps stephani
6981,pyrrhura melanura
1274,chrysococcyx crassirostris
1393,chrysococcyx meyeri
5707,tangara palmeri
3380,antrostomus saturatus
5641,eubucco versicolor
5163,trichastoma rostratum
7134,bubalornis albirostris
8415,p. (collybita) tristis
642,myrmotherula ambigua
10768,dryocopus martius
6019,discosura longicaudus
9567,anthracoceros coronatus
3063,turdus ravidus
7939,artamus fuscus
1344,rhynchocyclus fulvipectus
8853,gracula  robusta
7669,pternistis erckelii
4956,trichothraupis melanops
9471,calothorax pulcher
6202,tyto inexspectata
5332,emberizoides ypiranganus
932,zosterornis latistriatus
9108,eunymphicus cornutus
5804,caprimulgus climacurus
8136,emberiza yessoensis
591,schistocichla saturata
2848,mascarenotus grucheti
424,coracina welchmani
1234,asthenes harterti
1188,arizelocichla montana
4176,epinecrophylla fulviventris
2217,arborophila orientalis
800,coracina dohertyi
10435,centrocercus urophasianus
1954,locustella montis
5157,macronus striaticeps
8959,amphispiza bilineata
3241,tangara xanthogastra
10396,gallus sonneratii
2820,ploceus golandi
5792,gallicolumba xanthonura
4242,turdus abyssinicus
6333,symposiachrus trivirgatus
8649,chlorophonia cyanea
9141,lamprotornis caudatus
8776,neochen melanoptera
9275,pseudeos fuscata
10282,calidris melanotos
4883,turdoides rufescens
551,lichenostomus subfrenatus
6174,celeus elegans
4698,premnoplex brunnescens
6632,megalaima australis
6070,dendrocolaptes picumnus
7318,aquila africana
6291,morphnarchus princeps
1665,illadopsis rufipennis
8227,ficedula superciliaris
7334,chelidoptera tenebrosa
6983,batrachostomus javensis
6638,cotinga nattererii
5134,rhizothera longirostris
5342,pseudocolopteryx flaviventris
9591,leptocoma zeylonica
7577,mesopicos goertae
10112,tangara chilensis
3998,pteruthius melanotis
7419,anas bernieri
5190,tesia superciliaris
3182,mirafra cheniana
9813,oreothlypis celata
2684,montifringilla ruficollis
2488,thamnophilus aethiops
2772,collocalia troglodytes
2876,grafisia torquata
728,carterornis castus
1267,orthotomus nigriceps
6833,calendulauda sabota
10598,colinus virginianus
2257,embernagra longicauda
8824,otus angelinae
331,timeliopsis griseigula
2339,myiothlypis conspicillata
9020,ocyceros griseus
2107,pterodroma defilippiana
5746,minla ignotincta
1374,acrocephalus mendanae
782,rimator albostriatus
6934,petroica longipes
9620,morus capensis
6631,geokichla dohertyi
8165,plegadis ridgwayi
4224,prinia buchanani
9696,orthotomus sutorius
4674,phoeniculus bollei
1571,poecilotriccus capitalis
6173,patagonian crested duck
5517,celeus loricatus
4012,pogoniulus simplex
2268,leptasthenura yanacensis
8240,puffinus lherminieri
9100,terpsiphone viridis
5778,diglossa humeralis
10041,afropavo congensis
6891,rhinoptilus bitorquatus
7149,copsychus stricklandii
7492,acrocephalus orientalis
9575,amazona viridigenalis
4524,otus fuliginosus
3193,treron floris
350,micromacronus sordidus
10570,quiscalus quiscula
7769,hypocolius ampelinus
9509,alcedo azurea
3039,turdus lawrencii
5420,cercomela  sinuata
9839,chloropsis sonnerati
3928,periparus amabilis
1630,ptilinopus huttoni
415,cinnyris tsavoensis
7977,amazilia luciae
6258,acrocephalus baeticatus
5209,dendrocopos darjellensis
8728,dicaeum erythrorhynchos
1827,vireo hypochryseus
3127,zosterops brunneus
1719,arremon atricapillus
10846,nycticorax nycticorax
2187,xolmis rubetra
1672,melidectes belfordi
7407,dendropicos fuscescens
8858,oreoscoptes montanus
6820,periparus venustulus
9919,marmaronetta angustirostris
8515,heteronetta atricapilla
6617,tangara schrankii
7634,drepanornis albertisi
8058,myzomela sanguinolenta
8805,mohoua albicilla
5718,picus sharpei
3088,certhia himalayana
7036,platyspiza crassirostris
9428,lonchura atricapilla
4015,cypsnagra hirundinacea
9271,primolius maracana
10641,emberiza hortulana
7483,chrysococcyx xanthorhynchus
6100,muscicapa ferruginea
7118,picus vittatus
5655,spilornis kinabaluensis
317,myzomela wakoloensis
3789,charmosyna diadema
9492,anhima cornuta
7135,cormobates leucophaea
7043,stagonopleura oculata
4901,eremophila mitchellii
8702,dinemellia dinemelli
10620,eudyptes chrysocome
8694,turdus atrogularis
2556,contopus hispaniolensis
4854,catamenia inornata
97,hypsipetes cowlesi
8921,setophaga kirtlandii
8783,ammoperdix heyi
10193,platalea minor
10218,mycteria ibis
5380,chlorophonia flavirostris
5294,tyrannus albogularis
2910,myiagra erythrops
13,lord howe currawong
3485,cossypha cyanocampter
689,branta rhuax
6496,myiophobus fasciatus
3826,cisticola ayresii
9171,buteo hemilasius
8974,aethopyga nipalensis
3107,lanius somalicus
1494,nola cucullatella
2661,atlapetes tricolor
1755,onychognathus walleri
1843,setophaga flavescens
5241,quelea cardinalis
8638,calothorax lucifer
570,pachycephala meyeri
7947,columba trocaz
149,laniarius fuelleborni
9641,dicaeum trochileum
2950,geotrygon leucometopia
5283,empidonax albigularis
5110,ploceus sakalava
9452,tinamus major
656,zosterornis hypogrammicus
10042,goura cristata
9604,dinornis novaezealandiae
359,ninox obscura
2214,akialoa stejnegeri
3283,eremopterix australis
7747,leiopicus mahrattensis
10752,colaptes auratus
10607,gavia immer
8463,anhinga novaehollandiae
10179,garrulax canorus
105,hylopezus paraensis
4467,hydrochous gigas
8745,paroaria capitata
1721,nola karelica
4964,henicopernis longicauda
332,zosterops novaeguineae
10266,aquila verreauxii
7864,empidonax oberholseri
5989,buteo brachypterus
9563,oreothlypis peregrina
8083,mesembrinibis cayennensis
1796,myzomela rosenbergii
9537,charadrius wilsonia
10024,ficedula albicollis
7649,phylloscopus humei
2543,dysmoropelia dekarchiskos
8006,ictinia plumbea
10627,columba oenas
5305,nisaetus pinskeri
7988,dendroperdix sephaena
3819,certhia nipalensis
2818,peltops montanus
640,myrmecocichla tholloni
6403,andigena cucullata
6193,leiopicus auriceps
6262,odontophorus melanonotus
7199,cacomantis sepulcralis
5877,eurostopodus argus
9914,gallirallus australis
5061,nesopsar nigerrimus
7210,vireo flavoviridis
828,pycnopygius stictocephalus
6726,ptiliogonys cinereus
2435,aphelocephala nigricincta
9958,anthus campestris
10742,poicephalus senegalus
10966,carduelis carduelis
5967,fulica rufifrons
10841,coccothraustes coccothraustes
7762,charadrius peronii
8241,lichenostomus chrysops
8322,formicarius colma
8102,picoides canicapillus
6454,ailuroedus buccoides
4234,yuhina gularis
3994,myiarchus panamensis
8062,pitta megarhyncha
6087,spinus atriceps
9710,melanitta americana
7286,rhinomyias olivaceus
9260,phylloscopus bonelli
648,notiochelidon flavipes
2536,nyctiphrynus mcleodii
6076,sporophila palustris
7104,phacellodomus ferrugineigula
7345,merops gularis
7794,geotrygon versicolor
396,poecilotriccus russatus
9031,goura scheepmakeri
5493,cnemotriccus fuscatus
4875,pheugopedius euophrys
3837,macronyx flavicollis
785,bradypterus carpalis
7048,streptopelia decipiens
2483,scytalopus argentifrons
7102,phyllastrephus scandens
2437,artamus maximus
9183,ficedula mugimaki
32,pikaihao bartlei
7723,forpus cyanopygius
2670,heliobletus contaminatus
8993,bubo ascalaphus
10331,menura novaehollandiae
9064,corythaixoides leucogaster
1429,monarcha castaneiventris
7347,atticora melanoleuca
6091,nyctibius maculosus
3732,amytornis woodwardi
1220,cinnyris chalcomelas
3158,aplonis mavornata
3011,lanio versicolor
8167,aythya innotata
10746,lophodytes cucullatus
7150,poicephalus crassus
5149,rhinopomastus aterrimus
9293,psarisomus dalhousiae
1769,diglossa major
8839,parkesia motacilla
10596,buceros rhinoceros
6594,xiphidiopicus percussus
7573,amazilia saucerottei
7732,emberiza flaviventris
8810,erithacus komadori
10382,larus glaucoides
3640,acanthiza katherina
4295,myadestes genibarbis
6790,charadrius obscurus
5817,eurylaimus steerii
3041,xanthotis flaviventer
3605,zosterops minor
3092,atlapetes pileatus
10776,gracula  religiosa
973,xanthomixis tenebrosa
10276,streptopelia capicola
1959,treron phayrei
4183,eremophila latrobei
3927,zosterops abyssinicus
6672,buteogallus gundlachii
1097,cinnycerthia fulva
3136,xolmis coronatus
6298,pitta reichenowi
931,syndactyla ucayalae
7697,baeolophus ridgwayi
7665,macropygia unchall
8658,new zealand fairy tern
447,coracina mcgregori
706,rhaphidura sabini
8814,scelorchilus rubecula
3161,vireo latimeri
8570,columbina cruziana
10230,lullula arborea
9534,amandava subflava
8754,turdus ruficollis
789,megalurulus mariei
8870,clamator jacobinus
924,ploceus nigrimentus
1523,cacomantis heinrichi
5828,melozone biarcuatum
7688,coccopygia quartinia
127,caracara creightoni
731,myiodynastes bairdii
8056,tachybaptus  rufolavatus
8363,coracias spatulatus
6656,glaucidium hardyi
2297,zosterops citrinella
7840,plocepasser mahali
9746,ixoreus naevius
9392,treron calvus
4208,grallaria rufocinerea
4377,bostrychia bocagei
10383,horornis diphone
2943,acrocephalus familiaris kingi
5821,myiothlypis rivularis
3508,plocepasser superciliosus
9014,calidris subminuta
565,myrmotherula assimilis
8601,cercomela melanura
6261,heliomaster squamosus
8666,leuconotopicus arizonae
4489,icterus bonana
7627,chasiempis sandwichensis
4750,cisticola galactotes
10200,oxyura leucocephala
6551,pardalotus rubricatus
2930,stachyris nigricollis
1577,sericornis rufescens
9338,setophaga discolor
6407,anas albogularis
180,aerodramus vulcanorum
17,elgon francolin
8522,discosura conversii
956,frederickena fulva
9464,egretta novaehollandiae
3044,picumnus sclateri
10922,milvus milvus
7838,lanius collaris
5975,pseudonigrita arnaudi
1223,newtonia archboldi
7948,gallirallus owstoni
1412,dicaeum proprium
9454,chlorophanes spiza
6443,eutoxeres condamini
9695,ptilinopus pulchellus
1145,troglodytes tanneri
5547,batara cinerea
8769,selenidera maculirostris
10588,geronticus eremita
4900,leptasthenura aegithaloides
7399,phaps elegans
2816,suthora fulvifrons
1697,scytalopus unicolor
8471,treron olax
8544,cissa hypoleuca
3259,basileuterus melanogenys
9963,pionites leucogaster
2942,anthreptes reichenowi
3466,arizelocichla milanjensis
7205,garrulax mitratus
1470,thripophaga cherriei
8406,hierococcyx nisicolor
3620,rallus longirostris
1471,thripophaga fusciceps
10580,eudynamys scolopaceus
676,schistocichla brunneiceps
9137,lonchura maja
9219,caprimulgus aegyptius
9683,lagopus leucura
1039,thripophaga macroura
7099,peliperdix coqui
10881,columba livia domestica
10213,nisaetus bartelsi
4364,picumnus temminckii
2771,aerodramus francicus
9999,pteridophora alberti
10214,spizaetus ornatus
4126,actinodura morrisoniana
4111,myrmecocichla nigra
