species_no,scientific_name,species_id
4589,puffinus persicus,/m/012nf5rg
4590,upupa antaios,/m/026cd21
4591,euschistospiza cinereovinacea,/m/0280r6m
4592,apus horus,/m/02p_dzy
4593,andropadus importunus,/m/02qcb7v
4594,ara guadeloupensis,/m/02r6gq1
4595,eremophila oppositifolia,/m/02rccbr
4596,carpodacus subhimachalus,/m/02vt9mg
4597,dendrortyx leucophrys,/m/02vv2yx
4598,pternistis hildebrandti,/m/02vv34s
4599,aerodramus whiteheadi,/m/02w4nvy
4600,ixobrychus novaezelandiae,/m/02w4pvx
4601,centropus andamanensis,/m/02w4tr0
4602,garrodia nereis,/m/02w4xjd
4603,pachyptila crassirostris,/m/02w4y28
4604,cataponera turdoides,/m/02w5_09
4605,alophoixus pallidus,/m/02w51f1
4606,catharus fuscater,/m/02w5_3r
4607,basilornis celebensis,/m/02w5661
4608,hemiprocne mystacea,/m/02w58vf
4609,leptotrygon veraguensis,/m/02w5d6b
4610,leptotila cassinii,/m/02w5dg0
4611,treron teysmannii,/m/02w5gg_
4612,amytornis dorotheae,/m/02w5pbl
4613,bradornis pallidus,/m/02w5xy7
4614,cnemathraupis eximia,/m/02w5y54
4615,calamanthus fuliginosus,/m/02w5ybn
4616,chlorospingus flavovirens,/m/02w633n
4617,cinclosoma castanotum,/m/02w63_v
4618,setophaga pityophila,/m/02w6dtd
4619,emberiza koslowi,/m/02w6j4p
4620,euplectes macroura,/m/02w6kph
4621,grallaria bangsi,/m/02w6qz4
4622,iodopleura isabellae,/m/02w6wys
4623,madanga ruficollis,/m/02w713g
4624,melanopareia torquata,/m/02w7353
4625,myiodynastes chrysocephalus,/m/02w783y
4626,cyanomitra alinae,/m/02w7cg5
4627,cinnyris habessinicus,/m/02w7d01
4628,ochthoeca leucophrys,/m/02w7h4g
4629,pachyramphus rufus,/m/02w7ltc
4630,ploceus taeniopterus,/m/02w7tph
4631,rhyacornis bicolor,/m/02w82w1
4632,spindalis dominicensis,/m/02w8b9_
4633,stachyris maculata,/m/02w8cb_
4634,stachyridopsis ruficeps,/m/02w8clx
4635,thamnophilus multistriatus,/m/02w8h5d
4636,todirostrum maculatum,/m/02w8jzh
4637,vireo magister,/m/02w8njz
4638,xiphocolaptes albicollis,/m/02w8pmp
4639,capito hypoleucus,/m/02w8sx5
4640,celeus grammicus,/m/02w8t1p
4641,celeus spectabilis,/m/02w8t31
4642,gecinulus viridis,/m/02w8v3c
4643,henicorhina negreti,/m/0750_3
4644,lathrotriccus euleri,/m/07b7nl
4645,porphyrio mantelli,/m/0cv2gt
4646,turdoides subrufa,/m/0dbvmn
4647,thryophilus rufalbus,/m/0d_wxv
4648,perdicula manipurensis,/m/0f2fz5
4649,todiramphus miyakoensis,/m/0f3737
4650,myrmeciza exsul,/m/0fsxcs
4651,buteo archeri,/m/0h7qr_t
4652,icterus pyrrhopterus,/m/0k3np_2
4653,lonchura quinticolor,/m/0284fv4
4654,accipiter brachyurus,/m/02qxxkp
4655,strix davidi,/m/02r8jm1
4656,campethera punctuligera,/m/02vg47
4657,crithagra burtoni,/m/02vt9wc
4658,chaetocercus jourdanii,/m/02vtrlf
4659,schistes geoffroyi,/m/02vtv8q
4660,scleroptila finschi,/m/02vv33d
4661,accipiter trinotatus,/m/02w4jrz
4662,micropsitta keiensis,/m/02w4_k2
4663,spizocorys fringillaris,/m/02w4lxq
4664,heteromirafra archeri,/m/02w4mkp
4665,notharchus pectoralis,/m/02w4qnb
4666,hydropsalis cayennensis,/m/02w4rpq
4667,lurocalis semitorquatus,/m/02w4sly
4668,touit huetii,/m/02w50xg
4669,ducula pacifica,/m/02w5cc0
4670,leptotila battyi,/m/02w5df7
4671,macropygia rufipennis,/m/02w5dp4
4672,ptilinopus porphyraceus,/m/02w5fvq
4673,streptopelia reichenowi,/m/02w5g2z
4674,phoeniculus bollei,/m/02w5hld
4675,amytornis housei,/m/02w5pcm
4676,atlapetes flaviceps,/m/02w5rr8
4677,attila torridus,/m/02w5s61
4678,campylorhynchus chiapensis,/m/02w5zl6
4679,campylorhynchus fasciatus,/m/02w5zlx
4680,campylorhynchus yucatanicus,/m/02w5zr0
4681,conirostrum albifrons,/m/02w65yq
4682,cossypha heinrichi,/m/02w689q
4683,lichenostomus keartlandi,/m/02w6_br
4684,elaenia obscura,/m/02w6hrm
4685,entomodestes coracinus,/m/02w6jl2
4686,euphonia jamaica,/m/02w6k9g
4687,euscarthmus meloryphus,/m/02w6ky4
4688,lipaugus weberi,/m/02w6__q
4689,grallaria quitensis,/m/02w6r7s
4690,habia gutturalis,/m/02w6rvp
4691,lanio aurantius,/m/02w6y92
4692,chalcomitra hunteri,/m/02w7d23
4693,cinnyris mediocris,/m/02w7d7n
4694,pachycephala hypoxantha,/m/02w7l7t
4695,pachycephala simplex,/m/02w7lj1
4696,pericrocotus brevirostris,/m/02w7nfb
4697,phacellodomus striaticollis,/m/02w7nyj
4698,premnoplex brunnescens,/m/02w7w2j
4699,prionochilus xanthopygius,/m/02w7wjm
4700,stachyris melanothorax,/m/02w8cd0
4701,pheugopedius felix,/m/02w8j8g
4702,xolmis velatus,/m/02w8q2g
4703,zimmerius chrysops,/m/02w8qft
4704,picumnus squamulatus,/m/02w8wql
4705,dendropicos xantholophus,/m/02w8xjc
4706,gallirallus calayanensis,/m/03nrjp
4707,hypocnemis cantator,/m/04ctk7p
4708,dasornis emuinus,/m/04jd5t0
4709,hypsipetes crassirostris,/m/051079
4710,manorina melanotis,/m/05jnrx
4711,loxia megaplaga,/m/0ckm2d
4712,xenoperdix udzungwensis,/m/0dqn32
4713,zosterops atricapilla,/m/0g5knk
4714,melanocharis arfakiana,/m/0gy2x1
4715,phylloscopus chloronotus,/m/0jt2k49
4716,treron pompadora,/m/0s8vvzm
4717,crypturellus strigulosus,/m/02pqd3m
4718,prioniturus platenae,/m/02qhfq_
4719,chlamydera lauterbachi,/m/02qrsr1
4720,cercomela  sordida,/m/02r8479
4721,zeledonia coronata,/m/02rwxwy
4722,megalaima incognita,/m/02vnr8q
4723,chlorodrepanis flava,/m/02vt994
4724,crithagra menachensis,/m/02vt9_v
4725,crithagra flavigula,/m/02vt9ys
4726,dendrortyx barbatus,/m/02vv2xw
4727,scleroptila shelleyi,/m/02vv3db
4728,mitu salvini,/m/02vv3mk
4729,bathmocercus cerviniventris,/m/02vv4vr
4730,phylloscopus xanthoschistos,/m/02vv6_4
4731,accipiter haplochrous,/m/02w4jh0
4732,tockus camurus,/m/02w4rbp
4733,ara erythrocephala,/m/02w4yry
4734,touit surdus,/m/02w50_b
4735,eurillas virens,/m/02w51mf
4736,megascops colombianus,/m/02w54sn
4737,megascops ingens,/m/02w54wg
4738,megascops roboratus,/m/02w54xz
4739,megascops seductus,/m/02w54zn
4740,ninox affinis,/m/02w5511
4741,ducula luctuosa,/m/02w5c6k
4742,todiramphus diops,/m/02w5hv9
4743,aramides wolfi,/m/02w5l48
4744,turnix pyrrhothorax,/m/02w5mtd
4745,agelaius assimilis,/m/02w5ngc
4746,fulvetta vinipectus,/m/02w5nxv
4747,basileuterus tristriatus,/m/02w5xff
4748,calamonastes simplex,/m/02w5z5h
4749,cisticola cantans,/m/02w64d6
4750,cisticola galactotes,/m/02w64n3
4751,diglossa albilatera,/m/02w6fsp
4752,gampsorhynchus rufulus,/m/02w6lvq
4753,trochalopteron affine,/m/02w6lwr
4754,iodopleura pipra,/m/02w6w_4
4755,luscinia ruficeps,/m/02w70ky
4756,melozone kieneri,/m/02w745f
4757,cinnyris notatus,/m/02w7dcf
4758,oriolus chlorocephalus,/m/02w7jgr
4759,chleuasicus atrosuperciliaris,/m/02w7lyh
4760,podoces hendersoni,/m/02w7tv_
4761,prionops caniceps,/m/02w7wlp
4762,asthenes fuliginosa,/m/02w83qx
4763,turdoides gymnogenys,/m/02w8lh_
4764,turdus olivater,/m/02w8mfx
4765,veniliornis callonotus,/m/02w8xrl
4766,harpactes orrhophaeus,/m/02w8yw0
4767,mimus graysoni,/m/03tk0c
4768,turdus nudigenis,/m/05w6k8
4769,streptoprocne rutila,/m/06l_nm
4770,leuconotopicus stricklandi,/m/07dtcf
4771,orchesticus abeillei,/m/0cf60w
4772,fregilupus varius,/m/0ch935
4773,galerida deva,/m/0dbvjt
4774,arachnothera modesta,/m/0118sbym
4775,apus barbatus,/m/026_10z
4776,artamus minor,/m/027zfx
4777,lagonosticta sanguinodorsalis,/m/0280s1f
4778,vanellus tectus,/m/02bmnq
4779,cisticola natalensis,/m/02ckjd
4780,pachycephala rufogularis,/m/02ppvpf
4781,humblotia flavirostris,/m/02prc01
4782,paradoxornis flavirostris,/m/02qgllt
4783,crithagra leucopterus,/m/02qv5lg
4784,anthocephala floriceps,/m/02vtr3_
4785,chaetocercus astreans,/m/02vtrjq
4786,chlorostilbon forficatus,/m/02vtrw0
4787,caprimulgus rufigena,/m/02w4s55
4788,coua coquereli,/m/02w4vv2
4789,cyanoramphus saisetti,/m/02w4zpc
4790,psittacella picta,/m/02w50gx
4791,phapitreron amethystinus,/m/02w5f0d
4792,arachnothera chrysogenys,/m/02w5qyg
4793,chlorospingus flavigularis,/m/02w632z
4794,cinclosoma cinnamomeum,/m/02w640j
4795,conirostrum speciosum,/m/02w662j
4796,cranioleuca erythrops,/m/02w68zb
4797,cyanolyca nanus,/m/02w6c4g
4798,lichenostomus plumulus,/m/02w6_cs
4799,dendrocitta occipitalis,/m/02w6dm6
4800,peneoenanthe pulverulenta,/m/02w6jnh
4801,trochalopteron ngoclinhensis,/m/02w6mbj
4802,malimbus rubricollis,/m/02w71zz
4803,monticola brevipes,/m/02w75_5
4804,myiornis auricularis,/m/02w78ld
4805,neoxolmis rufiventris,/m/02w7fds
4806,ochthoeca fumicolor,/m/02w7h21
4807,oenanthe lugentoides,/m/02w7htf
4808,pachycephala inornata,/m/02w7l8h
4809,parus semilarvatus,/m/02w7mzk
4810,phacellodomus erythrophthalmus,/m/02w7nv2
4811,pitta elegans,/m/02w7r_w
4812,sporophila peruviana,/m/02w8bs2
4813,stachyridopsis chrysaea,/m/02w8c43
4814,terpsiphone cyanescens,/m/02w8gx3
4815,cantorchilus modestus,/m/02w8jf_
4816,picus viridanus,/m/02w8wwr
4817,prodotiscus regulus,/m/02w8x1y
4818,pellorneum fuscocapillus,/m/02yrc1
4819,myrmeciza longipes,/m/03f7hg
4820,toxostoma guttatum,/m/03fmjz
4821,corvus palmarum,/m/04tc6t
4822,helicolestes hamatus,/m/08bh_m
4823,trogon mesurus,/m/0b6k7cx
4824,sericulus bakeri,/m/0drmt3
4825,montifringilla theresae,/m/0fk8rf
4826,white-faced plover,/m/0hn826d
4827,corvus nasicus,/m/029s8v
4828,galerida magnirostris,/m/02qmljx
4829,tachycineta euchrysea,/m/02r44zx
4830,tyto manusi,/m/02vr2x1
4831,hemignathus lucidus,/m/02vt9b5
4832,aglaeactis aliciae,/m/02vtqs9
4833,coeligena violifer,/m/02vts27
4834,doryfera johannae,/m/02vts82
4835,hylocharis grayi,/m/02vtt3l
4836,alectoris magna,/m/02vv27g
4837,arborophila crudigularis,/m/02vv2dm
4838,penelope pileata,/m/02vv42p
4839,bradypterus baboecala,/m/02vv4_6
4840,megalurus carteri,/m/02vv5gp
4841,phylloscopus tenellipes,/m/02vv6y2
4842,cettia castaneocoronata,/m/02vv7h_
4843,spizocorys conirostris,/m/02w4lwb
4844,hydropsalis climacocerca,/m/02w4sjw
4845,amazona martinicana,/m/02w4yj1
4846,phyllastrephus cerviniventris,/m/02w52p5
4847,merops revoilii,/m/02w5hjb
4848,ortyxelos meiffrenii,/m/02w5m3r
4849,turnix worcesteri,/m/02w5mtr
4850,amytornis striatus,/m/02w5pd_
4851,pseudasthenes cactorum,/m/02w5rck
4852,asthenes modesta,/m/02w5rgn
4853,calyptophilus frugivorus,/m/02w5y_9
4854,catamenia inornata,/m/02w5z_z
4855,cichladusa arquata,/m/02w63gn
4856,lessonia oreas,/m/02w6_46
4857,conopophaga melanops,/m/02w6691
4858,lichenostomus fasciogularis,/m/02w6_6m
4859,cracticus cassicus,/m/02w68p1
4860,dicaeum chrysorrheum,/m/02w6f0z
4861,diglossa brunneiventris,/m/02w6fvr
4862,euphonia anneae,/m/02w6k49
4863,anthipes solitaris,/m/02w6l73
4864,hylacola pyrrhopygia,/m/02w6tnj
4865,mius dorsalis,/m/02w74tc
4866,muscisaxicola maculirostris,/m/02w76vp
4867,myiarchus swainsoni,/m/02w77qw
4868,philydor rufum,/m/02w7psq
4869,piranga roseogularis,/m/02w7rqy
4870,piranga rubriceps,/m/02w7rrz
4871,ploceus bicolor,/m/02w7s_v
4872,pomatorhinus hypoleucos,/m/02w7vmr
4873,spiloptila clamans,/m/02w8b77
4874,stachyris poliocephala,/m/02w8ckj
4875,pheugopedius euophrys,/m/02w8j6d
4876,tolmomyias assimilis,/m/02w8kn4
4877,xiphorhynchus fuscus,/m/02w8pvk
4878,blythipicus rubiginosus,/m/02w8sdc
4879,celeus torquatus,/m/02w8t3d
4880,dinopium rafflesii,/m/02w8tnl
4881,eubucco tucinkae,/m/02w8tvs
4882,eremopterix leucotis,/m/02xh__
4883,turdoides rufescens,/m/02y356
4884,phalacrocorax verrucosus,/m/03cd77b
4885,sphecotheres viridis,/m/06wcfpq
4886,phalacrocorax chalconotus,/m/06y5zl
4887,pseudocolaptes boissonneautii,/m/0b7xdb
4888,acrocephalus rehsei,/m/0cywsv
4889,parus leucomelas,/m/0dnjdz
4890,terenotriccus erythrurus,/m/0g2n4y
4891,liocichla omeiensis,/m/0gyqhh
4892,otus mantananensis,/m/0h65qq4
4893,ficedula elisae,/m/011v5td7
4894,galerida malabarica,/m/0242pp
4895,celeus obrieni,/m/02789wc
4896,lagonosticta rhodopareia,/m/0280rxm
4897,eremalauda dunni,/m/02q_q7b
4898,calandrella raytal,/m/02qqnj5
4899,lanioturdus torquatus,/m/02rkdl4
4900,leptasthenura aegithaloides,/m/02rm898
4901,eremophila mitchellii,/m/02ryysg
4902,discosura langsdorffi,/m/02vts5b
4903,doricha enicura,/m/02vts7r
4904,metallura phoebe,/m/02vttnf
4905,pternistis camerunensis,/m/02vv31b
4906,calendulauda burra,/m/02w4m9f
4907,malacoptila mystacalis,/m/02w4q9p
4908,malacoptila striata,/m/02w4qbq
4909,neomorphus squamiger,/m/02w4wd_
4910,alophoixus phaeocephalus,/m/02w51fx
4911,sturnia erythropygia,/m/02w57gf
4912,batrachostomus hodgsoni,/m/02w5968
4913,columba iriditorques,/m/02w5bgr
4914,geotrygon frenata,/m/02w5d10
4915,aspatha gularis,/m/02w5gys
4916,tanysiptera nympha,/m/02w5hs7
4917,mustelirallus erythrops,/m/02w5l_m
4918,laterallus albigularis,/m/02w5lt7
4919,agelasticus cyanopus,/m/02w5nhf
4920,catamblyrhynchus diadema,/m/02w5zyk
4921,conopophila rufogularis,/m/02w66bs
4922,coracina javensis,/m/02w677b
4923,lichenostomus flavescens,/m/02w6_79
4924,dicaeum monticolum,/m/02w6f85
4925,diglossa caerulescens,/m/02w6fwf
4926,elminia albicauda,/m/02w6hx2
4927,ficedula hodgsonii,/m/02w6l40
4928,melipotes fumigatus,/m/02w73yw
4929,montifringilla adamsi,/m/02w762z
4930,myiobius barbatus,/m/02w77tz
4931,petronia superciliaris,/m/02w7nr9
4932,pipreola arcuata,/m/02w7rfn
4933,hydrornis nipalensis,/m/02w7s50
4934,pteruthius rufiventer,/m/02w7y23
4935,sicalis citrina,/m/02w88f4
4936,sicalis uropygialis,/m/02w896y
4937,stachyris nigriceps,/m/02w8cdq
4938,zosterops chloris,/m/02w8qz_
4939,galbula cyanescens,/m/02w8t_7
4940,melanerpes herminieri,/m/02w8vx3
4941,glareola nuchalis,/m/02w98tb
4942,rhinoptilus chalcopterus,/m/02w9bfz
4943,cyanoramphus erythrotis,/m/04ghcxg
4944,aphelocoma unicolor,/m/0533mg
4945,leptopogon superciliaris,/m/07hxtg
4946,oceanodroma hornbyi,/m/07yksd
4947,amaurornis akool,/m/0bw5v9
4948,horornis fortipes,/m/0dz090
4949,psarocolius bifasciatus,/m/0gymbw
4950,ninox leventisi,/m/0ll2k8x
4951,aplonis cantoroides,/m/0283lzt
4952,nothoprocta cinerascens,/m/02ptcvm
4953,trochalopteron cachinnans,/m/02q61ph
4954,mirafra apiata,/m/02q8jx2
4955,otus icterorhynchus,/m/02r93tl
4956,trichothraupis melanops,/m/02rh5ps
4957,sericornis citreogularis,/m/02rlwjv
4958,corvus woodfordi,/m/02_rmb
4959,carpodacus pulcherrimus,/m/02vt90k
4960,aglaeactis pamela,/m/02vtqtp
4961,campylopterus villaviscensio,/m/02vtrj0
4962,oreotrochilus melanogaster,/m/02vttvm
4963,abroscopus schisticeps,/m/02vv4hr
4964,henicopernis longicauda,/m/02w4k72
4965,pernis celebensis,/m/02w4kls
4966,mirafra rufocinnamomea,/m/02w4lpv
4967,bycanistes albotibialis,/m/02w4r5j
4968,piaya melanogaster,/m/02w4wnx
4969,iole propinqua,/m/02w526s
4970,glaucidium tephronotum,/m/02w54jj
4971,enodes erythrophris,/m/02w56f5
4972,onychognathus nabouroup,/m/02w56_j
4973,cephalopyrus flammiceps,/m/02w5_6v
4974,aegotheles albertisi,/m/02w58__
4975,batrachostomus cornutus,/m/02w595f
4976,eurystomus gularis,/m/02w5h93
4977,phoeniculus castaneiceps,/m/02w5hm2
4978,lewinia pectoralis,/m/02w5lyk
4979,acanthiza inornata,/m/02w5mwg
4980,aegithina lafresnayei,/m/02w5n63
4981,anabacerthia variegaticeps,/m/02w5ph1
4982,arremon flavirostris,/m/02w5r1y
4983,bangsia melanochlamys,/m/02w5sdz
4984,chloropsis flavipennis,/m/02w62xs
4985,chlorothraupis carmioli,/m/02w636r
4986,cistothorus apolinari,/m/02w650h
4987,coryphistera alaudina,/m/02w682h
4988,garrulax delesserti,/m/02w6m0x
4989,icterus leucopteryx,/m/02w6w27
4990,macronus flavicollis,/m/02w70wk
4991,melanodryas vittata,/m/02w731p
4992,monticola explorator,/m/02w7606
4993,cinnyris erythrocercus,/m/02w7cy_
4994,pachyramphus validus,/m/02w7lw2
4995,phylloscartes ventralis,/m/02w7r4q
4996,pomatorhinus erythrogenys,/m/02w7vm1
4997,prunella fulvescens,/m/02w7x1g
4998,saxicola leucurus,/m/02w83dy
4999,serpophaga nigricans,/m/02w885y
5000,sporophila ardesiaca,/m/02w8bd1
5001,vidua funerea,/m/02w8n6n
5002,zosterops meyeni,/m/02w8r9_
5003,galbula galbula,/m/02w8t_y
5004,galbula albirostris,/m/02w8tyw
5005,picus rabieri,/m/02w8ww1
5006,pyrrhura amazonum,/m/02z7xkf
5007,pelecanoides magellani,/m/03jrmh
5008,aiolornis incredibilis,/m/06kyyw
5009,pycnonotus hualon,/m/06_twgy
5010,tolmomyias flaviventris,/m/07brs9
5011,passer castanopterus,/m/0bwn8d
5012,linurgus olivaceus,/m/0c1rqq
5013,paradigalla brevicauda,/m/0d00c8
5014,petrochelidon fluvicola,/m/0dbvq1
5015,aptenodytes ridgeni,/m/0fbchf
5016,margarornis rubiginosus,/m/0fmqtp
5017,turdus simillimus,/m/0yp02cp
5018,oreothlypis superciliosa,/m/027l0tb
5019,cursorius temminckii,/m/027lfcd
5020,gallicolumba menagei,/m/027p81h
5021,megapodius laperouse,/m/027svtm
5022,batis pririt,/m/027xw7t
5023,spermophaga ruficapilla,/m/0280qz0
5024,lonchura ferruginosa,/m/0284fpb
5025,hirundapus giganteus,/m/02nwqd
5026,urocynchramus pylzowi,/m/02qr5_n
5027,muscisaxicola maclovianus,/m/02r0b94
5028,anthus antarcticus,/m/02r5crh
5029,spizella wortheni,/m/02rb5p7
5030,linaria yemenensis,/m/02vt8zh
5031,agraphospiza rubescens,/m/02vt94p
5032,campylopterus falcatus,/m/02vtrfz
5033,elvira chionura,/m/02vts93
5034,aepypodius arfakianus,/m/02vv26f
5035,caloperdix oculeus,/m/02vv2nm
5036,accipiter castanilius,/m/02w4jd8
5037,pinarocorys nigricans,/m/02w4ls7
5038,bucco tamatia,/m/02w4q5k
5039,batrachostomus harterti,/m/02w595w
5040,nyctibius leucopterus,/m/02w59fd
5041,columba oliviae,/m/02w5bky
5042,megacrex inepta,/m/02w5lyx
5043,porzana flaviventer,/m/02w5m8k
5044,sarothrura elegans,/m/02w5mmx
5045,agriornis lividus,/m/02w5nkv
5046,amblycercus holosericeus,/m/02w5p4r
5047,anthus nattereri,/m/02w5qdm
5048,berlepschia rikeri,/m/02w5xrd
5049,chlorophonia pyrrhophrys,/m/02w62wd
5050,cichladusa guttata,/m/02w63g_
5051,climacteris erythrops,/m/02w654m
5052,conothraupis mesoleuca,/m/02w66fw
5053,crateroscelis robusta,/m/02w69gh
5054,deconychura longicauda,/m/02w6d09
5055,enicurus immaculatus,/m/02w6jf8
5056,enicurus schistaceus,/m/02w6jjc
5057,gymnomystax mexicanus,/m/02w6rqx
5058,haplospiza rustica,/m/02w6rxr
5059,hemithraupis flavicollis,/m/02w6sbj
5060,myadestes ralloides,/m/02w76_h
5061,nesopsar nigerrimus,/m/02w7flz
5062,pachyramphus major,/m/02w7lpk
5063,pipreola whitelyi,/m/02w7rmh
5064,platyrinchus coronatus,/m/02w7sf8
5065,poospiza melanoleuca,/m/02w7vyq
5066,poospiza ornata,/m/02w7vzr
5067,stachyridopsis ambigua,/m/02w8c21
5068,cantorchilus griseus,/m/02w8j94
5069,trochocercus cyanomelas,/m/02w8l60
5070,meleagris californica,/m/043jvrv
5071,laterallus spilonota,/m/05133y
5072,garrulax perspicillatus,/m/05kftn
5073,xenops rutilans,/m/06vrd1
5074,polyplectron katsumatae,/m/0b76dl0
5075,pheucticus tibialis,/m/0ck_n6
5076,phylloscopus affinis,/m/0dbt5l
5077,manucodia chalybatus,/m/0f44z7
5078,xenodacnis parina,/m/0f9lbg
5079,aepypodius bruijnii,/m/0fpls0
5080,mirafra fasciolata,/m/0_gwtc1
5081,struthio asiaticus,/m/02r70xt
5082,otus mirus,/m/02r9pww
5083,nycticryphes semicollaris,/m/02rf446
5084,carpodacus puniceus,/m/02vt90x
5085,chlorodrepanis stejnegeri,/m/02vt99v
5086,serinus nigriceps,/m/02vtb0j
5087,accipiter butleri,/m/02w4jcl
5088,micropsitta meeki,/m/02w4_l7
5089,monasa atra,/m/02w4qdf
5090,lyncornis temminckii,/m/02w4sjj
5091,chrysococcyx megarhynchus,/m/02w4wq8
5092,oceanites gracilis,/m/02w4xks
5093,alectroenas sganzini,/m/02w5bcl
5094,ptilinopus perlatus,/m/02w5ftp
5095,aramides mangle,/m/02w5l37
5096,porphyrio flavirostris,/m/02w5m64
5097,turnix nanus,/m/02w5mq_
5098,aimophila rufescens,/m/02w5nny
5099,aphelocephala pectoralis,/m/02w5qwr
5100,carpornis cucullata,/m/02w5zvg
5101,coracina caesia,/m/02w66zr
5102,curaeus curaeus,/m/02w6bvh
5103,drymornis bridgesii,/m/02w6h6f
5104,elaenia spectabilis,/m/02w6hvc
5105,grallaria squamigera,/m/02w6rb5
5106,hylocryptus rectirostris,/m/02w6tv0
5107,margarornis bellulus,/m/02w728y
5108,myrmecocichla aethiops,/m/02w799f
5109,phoenicurus caeruleocephala,/m/02w7p_7
5110,ploceus sakalava,/m/02w7tlr
5111,prinia superciliaris,/m/02w7w4l
5112,prunella ocularis,/m/02w7x2v
5113,pseudocalyptomena graueri,/m/02w7xfh
5114,schoeniophylax phryganophilus,/m/02w86_2
5115,sitta villosa,/m/02w89lm
5116,synallaxis spixi,/m/02w8d_l
5117,pteroglossus sanguineus,/m/02w8x6r
5118,pseudhirundo griseopyga,/m/02w9b8g
5119,gerygone magnirostris,/m/02wwz_n
5120,regulus teneriffae,/m/038s4z
5121,hypnelus ruficollis,/m/03gwm3
5122,poliocephalus rufopectus,/m/03wqxj
5123,pycnonotus priocephalus,/m/05slv8
5124,cyanolyca armillata,/m/06vfk9
5125,otus capnodes,/m/07__wg
5126,synthliboramphus scrippsi,/m/0kbgjzz
5127,amazona tresmariae,/m/012lb2fm
5128,glaucis aeneus,/m/025y6s9
5129,riparia cincta,/m/02q46tv
5130,drepanis funerea,/m/02vt97s
5131,magumma parva,/m/02vt9bw
5132,megapodius cumingii,/m/02vv3k4
5133,odontophorus leucolaemus,/m/02vv3sq
5134,rhizothera longirostris,/m/02vv44r
5135,accipiter griseiceps,/m/02w4jgb
5136,dryotriorchis spectabilis,/m/02w4k2m
5137,cacomantis castaneiventris,/m/02w4tg2
5138,pterodroma atrata,/m/02w4y4p
5139,charmosyna palmarum,/m/02w4zhh
5140,prioniturus montanus,/m/02w504w
5141,basilornis mirandus,/m/02w568s
5142,tyto rosenbergii,/m/02w58b5
5143,ducula pinon,/m/02w5cfj
5144,ducula rufigaster,/m/02w5ck0
5145,leptotila pallida,/m/02w5dk6
5146,metriopelia aymara,/m/02w5dq9
5147,treron apicauda,/m/02w5g39
5148,treron seimundi,/m/02w5gf8
5149,rhinopomastus aterrimus,/m/02w5hnt
5150,bias musicus,/m/02w5xs2
5151,cisticola aberrans,/m/02w647d
5152,drymophila squamata,/m/02w6h62
5153,empidonax affinis,/m/02w6jc6
5154,euphonia luteicapilla,/m/02w6kb4
5155,formicivora littoralis,/m/02w6lhq
5156,hemitriccus diops,/m/02w6sd7
5157,macronus striaticeps,/m/02w70z9
5158,melanotis hypoleucus,/m/02w7397
5159,progne modesta,/m/02w7wzq
5160,temnurus temnurus,/m/02w8gj1
5161,terpsiphone cinnamomea,/m/02w8gws
5162,tijuca atra,/m/02w8js9
5163,trichastoma rostratum,/m/02w8l05
5164,geokichla cinerea,/m/02w8qk7
5165,blythipicus pyrrhotis,/m/02w8sb_
5166,lalage sueurii,/m/02wvk2w
5167,ramphocaenus melanurus,/m/05t5r2
5168,heterophasia melanoleuca,/m/05zvk36
5169,calidris  paramelanotos,/m/073m77
5170,sind sparrow,/m/0bwn93
5171,liocichla ripponi,/m/0cc6766
5172,ara autocthones,/m/0c_jn4
5173,slate-colored fox sparrow,/m/0fl2sh
5174,melithreptus albogularis,/m/0fs53v
5175,camaroptera brachyura,/m/0jwt_58
5176,prinia atrogularis,/m/0_1g0d8
5177,charadrius sanctaehelenae,/m/0271kvr
5178,peltohyas australis,/m/028blqc
5179,porphyrio albus,/m/02mbnp
5180,ploceus benghalensis,/m/02qqyym
5181,eremophila hygrophana,/m/02rccp1
5182,eremophila bignoniiflora,/m/02rcd90
5183,androdon aequatorialis,/m/02vtr3n
5184,chlorostilbon gibsoni,/m/02vtrwc
5185,lepidopyga goudoti,/m/02vtt92
5186,leucippus baeri,/m/02vttbt
5187,ramphomicron dorsale,/m/02vtv7b
5188,pternistis ochropectus,/m/02vv38x
5189,iduna natalensis,/m/02vv5c7
5190,tesia superciliaris,/m/02vv7mf
5191,loriculus stigmatus,/m/02w4_b7
5192,nyctiphrynus ocellatus,/m/02w4sq0
5193,vanellus crassirostris,/m/02w4t4t
5194,tyto sororcula,/m/02w58bm
5195,tanysiptera hydrocharis,/m/02w5hrx
5196,amaurospiza concolor,/m/02w5p2p
5197,anthus lineiventris,/m/02w5qbk
5198,cisticola erythrops,/m/02w64ld
5199,cochoa purpurea,/m/02w65p3
5200,crypsirina cucullata,/m/02w6bsf
5201,euneornis campestris,/m/02w6k38
5202,garrulax galbanus,/m/02w6m2m
5203,philentoma pyrhoptera,/m/02w7pgr
5204,phytotoma rutila,/m/02w7r73
5205,ploceus badius,/m/02w7sxr
5206,sicalis olivascens,/m/02w8945
5207,troglodytes solstitialis,/m/02w8l93
5208,phalacrocorax onslowi,/m/02w8rzm
5209,dendrocopos darjellensis,/m/02w8tc9
5210,dendropicos poecilolaemus,/m/02w8tmk
5211,jacamaralcyon tridactyla,/m/02w8vc8
5212,colinus leucopogon,/m/03c7dhs
