species_no,scientific_name,species_id
3042,zosterops conspicillatus,/m/02w8r11
3043,brachygalba salmoni,/m/02w8sgs
3044,picumnus sclateri,/m/02w8wpx
3045,veniliornis frontalis,/m/02w8xtn
3046,veniliornis maculifrons,/m/02w8xvb
3047,pyrrhura lucianii,/m/02z9cw4
3048,vidua orientalis,/m/03cf5wk
3049,mergus australis,/m/03j7z0
3050,rhipidura dryas,/m/03whcq7
3051,tympanuchus phasianellus columbianus,/m/053vr9y
3052,eremopezus eocaenus,/m/05myvv6
3053,ninox novaeseelandiae undulata,/m/05q4cgq
3054,anomalopteryx didiformis,/m/07txxj
3055,alopochen mauritiana,/m/0dzfc3
3056,falco duboisi,/m/0f008n
3057,alethe castanea,/m/0h1h2c_
3058,ceylon paradise flycatcher,/m/0h3xnkl
3059,poecile hypermelaenus,/m/0j7lk_m
3060,aegithalos glaucogularis,/m/0wxp03j
3061,ninox philippensis,/m/0wxv_w6
3062,pumiliornis tessellatus,/m/010rhg06
3063,turdus ravidus,/m/026296x
3064,zosterops modestus,/m/026lw87
3065,ninox meeki,/m/0277p97
3066,nephelornis oneilli,/m/02rjdl0
3067,heliodoxa branickii,/m/02vtsxc
3068,microstilbon burmeisteri,/m/02vttpt
3069,opisthoprora euryptera,/m/02vttr5
3070,saltator rufiventris,/m/02vtw79
3071,acrocephalus newtoni,/m/02vv4n6
3072,calamonastides gracilirostris,/m/02vv5bk
3073,eremomela scotops,/m/02vv5ks
3074,orthotomus castaneiceps,/m/02vv66r
3075,urosphena whiteheadi,/m/02vv7qw
3076,acanthiza iredalei,/m/02vykvd
3077,nannopsittaca panychlora,/m/02w4_md
3078,spizocorys starki,/m/02w4mfx
3079,mirafra albicauda,/m/02w4mqv
3080,apus acuticauda,/m/02w4n8c
3081,penelopides samarensis,/m/02w4r99
3082,neomorphus rufipennis,/m/02w4wd9
3083,pachycoccyx audeberti,/m/02w4wfp
3084,onychognathus albirostris,/m/02w56ww
3085,leptotila ochraceiventris,/m/02w5djt
3086,ptilinopus merrilli,/m/02w5fq6
3087,todiramphus leucopygius,/m/02w5hy1
3088,certhia himalayana,/m/02w5_kv
3089,actinodura ramsayi,/m/02w5n1n
3090,alcippe variegaticeps,/m/02w5nx4
3091,atlapetes personatus,/m/02w5ryg
3092,atlapetes pileatus,/m/02w5rzh
3093,calicalicus madagascariensis,/m/02w5yf2
3094,campephaga quiscalina,/m/02w5zd0
3095,cichlocolaptes leucophrus,/m/02w63kr
3096,cinclosoma ajax,/m/02w63zg
3097,cisticola brunnescens,/m/02w64c5
3098,conopophaga castaneiceps,/m/02w667b
3099,cormobates placens,/m/02w67x_
3100,dicrurus andamanensis,/m/02w6fk3
3101,grallaria przewalskii,/m/02w6r7f
3102,hemitriccus granadensis,/m/02w6sg9
3103,hirundo leucosoma,/m/02w6td8
3104,hylopezus nattereri,/m/02w6tyg
3105,iridophanes pulcherrimus,/m/02w6x0w
3106,lathria streptophorus,/m/02w6_xz
3107,lanius somalicus,/m/02w6yjn
3108,leptasthenura andicola,/m/02w6yyq
3109,muscisaxicola alpinus,/m/02w76pw
3110,muscisaxicola capistratus,/m/02w76qx
3111,myiarchus validus,/m/02w77rk
3112,neopelma chrysolophum,/m/02w7fb0
3113,niltava sumatrana,/m/02w7gss
3114,oriolus monacha,/m/02w7jlw
3115,parus griseiventris,/m/02w7mtr
3116,philydor erythrocercum,/m/02w7pmx
3117,phlegopsis nigromaculata,/m/02w7pvs
3118,phyllomyias griseiceps,/m/02w7qjs
3119,phylloscartes lanyoni,/m/02w7qxg
3120,pitohui incertus,/m/02w7rwd
3121,polioxolmis rufipennis,/m/02w7vbg
3122,pomatorhinus ferruginosus,/m/02w7vmd
3123,rhipidura verreauxi,/m/02w82bx
3124,thamnophilus melanonotus,/m/02w838g
3125,sicalis lutea,/m/02w88jl
3126,sitta himalayensis,/m/02w89fg
3127,zosterops brunneus,/m/02w89xl
3128,sporophila simplex,/m/02w8bww
3129,synallaxis kollari,/m/02w8dvf
3130,synallaxis ruficapilla,/m/02w8dz6
3131,tangara johannae,/m/02w8fwf
3132,terenura maculata,/m/02w8gnk
3133,pheugopedius atrogularis,/m/02w8j4b
3134,xenopipo atronitens,/m/02w8p57
3135,cryptopipo holochlora,/m/02w8p79
3136,xolmis coronatus,/m/02w8q0r
3137,campethera maculosa,/m/02w8src
3138,dendropicos obsoletus,/m/02w8ths
3139,gymnobucco bonapartei,/m/02w8v41
3140,lybius undatus,/m/02w8vkt
3141,mulleripicus funebris,/m/02w8w3p
3142,picumnus pumilus,/m/02w8wn5
3143,pogoniulus leucomystax,/m/02w8wzv
3144,trachyphonus usambiro,/m/02w8xl2
3145,tricholaema melanocephala,/m/02w8xpw
3146,gracula  enganensis,/m/03c6f77
3147,campethera scriptoricauda,/m/03cgf_j
3148,loriculus camiguinensis,/m/03cgp0w
3149,stachyris nonggangensis,/m/04f2h8b
3150,automolus lammi,/m/04q6fbm
3151,pheugopedius rutilus,/m/059btm
3152,poecilodryas cerviniventris,/m/06w46dc
3153,zoothera imbricata,/m/06znxpj
3154,pternistis hartlaubi,/m/0837ls
3155,speculipastor bicolor,/m/09xwlt
3156,nesillas aldabrana,/m/0clr8s
3157,bradypterus sylvaticus,/m/0dfml_
3158,aplonis mavornata,/m/0dqhdh
3159,gallicolumba salamonis,/m/0dv23z
3160,gallinula pacifica,/m/0dv9qf
3161,vireo latimeri,/m/0gc__c
3162,sitta castanea,/m/0h3m4jf
3163,garrulax berthemyi,/m/0k87w2p
3164,carpodacus formosanus,/m/011lf457
3165,cyanoptila cumatilis,/m/011lf6gd
3166,oxypogon stuebelii,/m/011lg37p
3167,ninox theomacha,/m/0277pk4
3168,nesocharis ansorgei,/m/028030j
3169,lonchura teerinki,/m/0284hz8
3170,odontophorus balliviani,/m/02r_33n
3171,otus beccarii,/m/02r9qf1
3172,aerodramus unicolor,/m/02rmtz
3173,crithagra buchanani,/m/02vt9w0
3174,crithagra frontalis,/m/02vt9z3
3175,heliodoxa xanthogonys,/m/02vtszs
3176,threnetes niger,/m/02vtvj8
3177,saltator cinctus,/m/02vtw4k
3178,pternistis jacksoni,/m/02vv35g
3179,rhynchortyx cinctus,/m/02vv452
3180,otus alius,/m/02vyvwn
3181,accipiter princeps,/m/02w4jpk
3182,mirafra cheniana,/m/02w4lgz
3183,mearnsia picina,/m/02w4p13
3184,telacanthura ussheri,/m/02w4pcs
3185,caprimulgus clarus,/m/02w4rqr
3186,coua cursor,/m/02w4vvs
3187,alophoixus finschii,/m/02w51bn
3188,megascops koepckeae,/m/02w54wt
3189,ninox ochracea,/m/02w551y
3190,cercomacra brasiliana,/m/02w5_7w
3191,cercomacroides nigrescens,/m/02w5_c_
3192,ptilinopus monacha,/m/02w5fr0
3193,treron floris,/m/02w5g6d
3194,todiramphus godeffroyi,/m/02w5hwp
3195,amaurolimnas concolor,/m/02w5kxq
3196,gymnocrex rosenbergii,/m/02w5lrj
3197,rallus madagascariensis,/m/02w5mhf
3198,actinodura sodangorum,/m/02w5n1_
3199,alcippe brunneicauda,/m/02w5nqn
3200,anairetes fernandezianus,/m/02w5pkt
3201,anthreptes gabonicus,/m/02w5q07
3202,arachnothera juliae,/m/02w5q_j
3203,apalis chirindensis,/m/02w5qkf
3204,asthenes wyatti,/m/02w5rm4
3205,attila cinnamomeus,/m/02w5s4p
3206,cisticola chubbi,/m/02w64gz
3207,conirostrum ferrugineiventre,/m/02w65_2
3208,colluricincla tenebrosa,/m/02w65t7
3209,coracina typica,/m/02w67rv
3210,lichenostomus versicolor,/m/02w6_fv
3211,diglossa glauca,/m/02w6fzj
3212,euplectes diadematus,/m/02w6kld
3213,haplochelidon andecola,/m/02w6rx1
3214,heliolais erythropterus,/m/02w6s0j
3215,hirundo angolensis,/m/02w6tbk
3216,lampropsar tanagrinus,/m/02w6x_g
3217,leptasthenura fuliginiceps,/m/02w6yz1
3218,leptasthenura striata,/m/02w6z03
3219,leptasthenura xenothorax,/m/02w6z14
3220,macroagelaius imthurni,/m/02w70th
3221,meliphaga mimikae,/m/02w73t1
3222,muscicapa aquatica,/m/02w769h
3223,chalcomitra balfouri,/m/02w7cjl
3224,oreopsar bolivianus,/m/02w7j3d
3225,pachycephala lanioides,/m/02w7l9j
3226,pachyramphus albogriseus,/m/02w7lmv
3227,pachyramphus spodiurus,/m/02w7ltq
3228,pericrocotus lansbergei,/m/02w7nhr
3229,ploceus insignis,/m/02w7t71
3230,ploceus spekeoides,/m/02w7tmf
3231,pnoepyga immaculata,/m/02w7tt8
3232,prionops retzii,/m/02w7wn1
3233,pyrrholaemus brunneus,/m/02w7ysg
3234,ramphocelus melanogaster,/m/02w7yz9
3235,rhipidura rufidorsa,/m/02w8295
3236,rowettia goughensis,/m/02w833_
3237,sclerurus scansor,/m/02w872w
3238,scytalopus fuscus,/m/02w87bs
3239,serpophaga munda,/m/02w884x
3240,sitta cashmirensis,/m/02w89df
3241,tangara xanthogastra,/m/02w8g5r
3242,thamnophilus murinus,/m/02w8h62
3243,thlypopsis ruficeps,/m/02w8hpk
3244,turdoides leucocephala,/m/02w8lms
3245,vidua purpurascens,/m/02w8nc3
3246,yuhina bakeri,/m/02w8q3h
3247,indicator pumilio,/m/02w8v9x
3248,picumnus albosquamatus,/m/02w8wcl
3249,sasia africana,/m/02w8x94
3250,turdoides reinwardtii,/m/02y3d4
3251,corvus edithae,/m/030phw
3252,telophorus nigrifrons,/m/03c1y1q
3253,puffinus subalaris,/m/03c4_qm
3254,turdus maculirostris,/m/03c62zf
3255,amazilia alticola,/m/03cfn40
3256,upucerthia saturatior,/m/05zv_72
3257,prosobonia leucoptera,/m/07n984
3258,crithagra concolor,/m/07yzqp
3259,basileuterus melanogenys,/m/0c5rz0
3260,thamnistes anabatinus,/m/0fnbx0
3261,aphanotriccus capitalis,/m/0g3cj8
3262,progne cryptoleuca,/m/0g9vhl5
3263,ptilinopus layardi,/m/0h0wlh
3264,puffinus boydi,/m/0j449g5
3265,dicaeum kuehni,/m/010r5mfb
3266,dendrocitta frontalis,/m/01fl4f
3267,anopetia gounellei,/m/025_6ld
3268,columba thomensis,/m/026145d
3269,tachornis phoenicobia,/m/027kpd_
3270,prinia hypoxantha,/m/02r03j4
3271,cisticola tinniens,/m/02r3g58
3272,cercomela  tractrac,/m/02r3zt6
3273,melaenornis ardesiacus,/m/02rrhp3
3274,akialoa ellisiana,/m/02vt1b_
3275,polyonymus caroli,/m/02vtv4l
3276,scleroptila psilolaemus,/m/02vv39l
3277,odontophorus stellatus,/m/02vv3vf
3278,penelope dabbenei,/m/02vv3_y
3279,tesia cyaniventer,/m/02vv7kc
3280,accipiter imitator,/m/02w4jjd
3281,alaemon hamertoni,/m/02w4m37
3282,calandrella somalica,/m/02w4m70
3283,eremopterix australis,/m/02w4mgy
3284,mirafra angolensis,/m/02w4ms6
3285,streptoprocne biscutata,/m/02w4p7n
3286,vanellus melanocephalus,/m/02w4t5v
3287,coua reynaudii,/m/02w4vwg
3288,nesofregetta fuliginosa,/m/02w4xk2
3289,basilornis galeatus,/m/02w5676
3290,ducula radiata,/m/02w5cg7
3291,metriopelia morenoi,/m/02w5dsr
3292,pterocles personatus,/m/02w5f8d
3293,caridonax fulgidus,/m/02w5h2l
3294,melidora macrorrhina,/m/02w5hd6
3295,gallinula silvestris,/m/02w5lmd
3296,himantornis haematopus,/m/02w5lsk
3297,lewinia mirifica,/m/02w5lxj
3298,agelasticus xanthophthalmus,/m/02w5njg
3299,uromyias agraphia,/m/02w5pk3
3300,arremon abeillei,/m/02w5r0x
3301,pseudasthenes humicola,/m/02w5rfm
3302,bangsia rothschildi,/m/02w5sf9
3303,myiothlypis cinereicollis,/m/02w5shq
3304,chaetorhynchus papuensis,/m/02w5_t1
3305,buthraupis wetmorei,/m/02w5y65
3306,chamaeza nobilis,/m/02w62gp
3307,cichladusa ruficauda,/m/02w63hb
3308,cinclodes oustaleti,/m/02w63w0
3309,clytoctantes atrogularis,/m/02w657q
3310,cyanolyca argentigula,/m/02w6c32
3311,cyornis lemprieri,/m/02w6cjv
3312,dasycrotapha speciosa,/m/02w6cxj
3313,dicaeum hypoleucum,/m/02w6f5f
3314,dicrurus atripennis,/m/02w6flh
3315,emberiza affinis,/m/02w6h_j
3316,elaenia fallax,/m/02w6hpx
3317,euphonia chalybea,/m/02w6k4_
3318,formicarius rufipectus,/m/02w6lfn
3319,foudia flavicans,/m/02w6llg
3320,garrulax konkakinhensis,/m/02w6m4b
3321,garrulax palliatus,/m/02w6md7
3322,grallaria varia,/m/02w6rbj
3323,grallaricula lineifrons,/m/02w6rfm
3324,grallina bruijni,/m/02w6rhp
3325,heinrichia calligyna,/m/02w6rz3
3326,heterocercus aurantiivertex,/m/02w6s_6
3327,hirundo perdita,/m/02w6tgb
3328,hylexetastes perrotii,/m/02w6tpx
3329,laniisoma elegans,/m/02w6y81
3330,lepidothrix isidorei,/m/02w6yw9
3331,telophorus olivaceus,/m/02w71k6
3332,monarcha takatsukasae,/m/02w75xf
3333,monticola imerina,/m/02w7617
3334,myiarchus barbirostris,/m/02w77h9
3335,myrmecocichla albifrons,/m/02w79c4
3336,cinnyris chloropygia,/m/02w7crt
3337,phyllomyias fasciatus,/m/02w7qj2
3338,phylloscartes eximius,/m/02w7qsp
3339,pipreola aureopectus,/m/02w7rgp
3340,piprites chloris,/m/02w7rmv
3341,poospiza rubecula,/m/02w7v_2
3342,poospiza caesar,/m/02w7vvz
3343,scytalopus macropus,/m/02w87g6
3344,tachycineta stolzmanni,/m/02w8f7h
3345,thlypopsis fulviceps,/m/02w8hm4
3346,pheugopedius eisenmanni,/m/02w8j5q
3347,toxostoma ocellatum,/m/02w8ksz
3348,buccanodon duchaillui,/m/02w8shg
3349,galbula tombacea,/m/02w8v1n
3350,gymnobucco sladeni,/m/02w8v6t
3351,mesopicos elliotii,/m/02w8w0y
3352,pogoniulus scolopaceus,/m/02w8w_j
3353,trogon comptus,/m/02w8z0j
3354,glaucidium hoskinsii,/m/03c5b75
3355,poecile hyrcanus,/m/03c9xt7
3356,coeligena inca,/m/04n7qh2
3357,geothlypis flavovelata,/m/07wfjj
3358,pomatorhinus musicus,/m/0ch57w3
3359,phylloscopus griseolus,/m/0dbt24
3360,icterus northropi,/m/0g53yfd
3361,batis minor,/m/0h1c92q
3362,crithagra hyposticta,/m/0nb3rf1
3363,chrysocolaptes strictus,/m/0sggrdj
3364,strix nivicolum,/m/0tkk5v5
3365,turnix hottentottus,/m/012n8hnd
3366,estrilda poliopareia,/m/028186b
3367,lonchura monticola,/m/0284j0p
3368,nothoprocta curvirostris,/m/02ptd04
3369,sylvia subcaerulea,/m/02r6yhs
3370,spinus thibetanus,/m/02vtb2l
3371,peliperdix lathami,/m/02vv364
3372,ortalis leucogastra,/m/02vv3xv
3373,acrocephalus aequinoctialis,/m/02vv4k3
3374,eremomela usticollis,/m/02vv5lt
3375,phylloscopus subaffinis,/m/02vv6xd
3376,schoenicola platyurus,/m/02vv716
3377,mirafra hypermetra,/m/02w4ll1
3378,certhilauda subcoronata,/m/02w4md5
3379,tachymarptis aequatorialis,/m/02w4pbd
3380,antrostomus saturatus,/m/02w4s77
3381,chordeiles rupestris,/m/02w4scq
3382,cacomantis leucolophus,/m/02w4tlk
3383,centropus menbeki,/m/02w4tzl
3384,ceuthmochares aereus,/m/02w4v8x
3385,eudynamys melanorhynchus,/m/02w4w3q
3386,oceanodroma markhami,/m/02w4xlg
3387,touit stictopterus,/m/02w50yp
3388,atimastillas flavicollis,/m/02w51v9
3389,ixos virescens,/m/02w525_
3390,glaucidium parkeri,/m/02w54fn
3391,basilornis corythaix,/m/02w566w
3392,rallina canningi,/m/02w5mcn
3393,turnix castanotus,/m/02w5mq9
3394,rhynchospiza strigiceps,/m/02w5npm
3395,arses telescopthalmus,/m/02w5r61
3396,atlapetes albiceps,/m/02w5rp6
3397,myiothlypis luteoviridis,/m/02w5xd1
3398,cacicus sclateri,/m/02w5y8y
3399,chlorospingus parvirostris,/m/02w634p
3400,coracina striata,/m/02w67nd
3401,cranioleuca pallida,/m/02w6967
3402,diglossa gloriosissima,/m/02w6f_6
3403,elaenia cristata,/m/02w6hp6
3404,furnarius cristatus,/m/02w6lrm
3405,furnarius minor,/m/02w6lv0
3406,garrulax merulinus,/m/02w6m6r
3407,garrulax poecilorhynchus,/m/02w6mf8
3408,geositta poeciloptera,/m/02w6mq6
3409,geothlypis semiflava,/m/02w6qgb
3410,synallaxis hellmayri,/m/02w6rp5
3411,hemitriccus furcatus,/m/02w6sfz
3412,heterocercus flavivertex,/m/02w6s_x
3413,icterus maculialatus,/m/02w6w3m
3414,knipolegus poecilurus,/m/02w6xqw
3415,lepidothrix serena,/m/02w6yw_
3416,malimbus scutatus,/m/02w71_9
3417,mionectes striaticollis,/m/02w7529
3418,myiarchus cephalotes,/m/02w77jp
3419,myrmeciza ferruginea,/m/02w790h
3420,oenanthe albonigra,/m/02w7hnz
3421,ornithion semiflavum,/m/02w7jwg
3422,psittiparus bakeri,/m/02w7m40
3423,petronia pyrgita,/m/02w7nqz
3424,poecilotriccus ruficeps,/m/02w7v4z
3425,pomatorhinus schisticeps,/m/02w7vq4
3426,pseudoalcippe abyssinica,/m/02w7xd3
3427,pseudonigrita cabanisi,/m/02w7xmp
3428,nyctanassa carcinocatactes,/m/02w808k
3429,rhinomyias umbratilis,/m/02w81v1
3430,saxicola jerdoni,/m/02w83dl
3431,scytalopus speluncae,/m/02w87p2
3432,sitta leucopsis,/m/02w89g4
3433,sublegatus obscurior,/m/02w8d3r
3434,euchrepomis humeralis,/m/02w8gn6
3435,turdus feae,/m/02w8m3y
3436,vireo bairdi,/m/02w8ngx
3437,xiphorhynchus lachrymosus,/m/02w8px8
3438,celeus undatus,/m/02w8t3r
3439,dendrocopos assimilis,/m/02w8t97
3440,indicator meliphilus,/m/02w8v8w
3441,veniliornis nigriceps,/m/02w8xvp
3442,himatione fraithii,/m/03d1kgd
3443,pachyornis elephantopus,/m/05fc89m
3444,chaetura brachyura,/m/06nb0t
3445,cettia acanthizoides,/m/0dz0fx
3446,icterus melanopsis,/m/0g56jkx
3447,burhinus indicus,/m/0t537ff
3448,amaurospiza carrizalensis,/m/01zpdr
3449,eulacestoma nigropectus,/m/0262gv8
3450,crypturellus casiquiare,/m/02prmn5
3451,prinia burnesii,/m/02qgm3_
3452,caprimulgus atripennis,/m/02s_cr
3453,linaria johannis,/m/02vt27w
3454,crithagra koliensis,/m/02vt9zt
3455,phaethornis anthophilus,/m/02vttw_
3456,phaethornis hispidus,/m/02vttz1
3457,cryptillas victorini,/m/02vv56f
3458,megalurus albolimbatus,/m/02vv5zh
3459,phylloscopus maculipennis,/m/02vv6nv
3460,phylloscopus tytleri,/m/02vv6z3
3461,hapaloptila castanea,/m/02w4q78
3462,nyctiphrynus yucatanicus,/m/02w4sr1
3463,centropus anselli,/m/02w4trc
3464,charmosyna margarethae,/m/02w4zg7
3465,eurillas latirostris,/m/02w51jn
3466,arizelocichla milanjensis,/m/02w51kw
3467,ninox rudolfi,/m/02w5534
3468,otus pembaensis,/m/02w55d0
3469,lamprotornis acuticaudus,/m/02w56h0
3470,gallicolumba hoedtii,/m/02w5crj
3471,syma megarhyncha,/m/02w5hq5
3472,neotis heuglinii,/m/02w5l_z
3473,porzana atra,/m/02w5m7j
3474,actinodura nipalensis,/m/02w5n0z
3475,actinodura souliei,/m/02w5n30
3476,asthenes humilis,/m/02w5rfz
3477,asthenes pudibunda,/m/02w5rhp
3478,atlapetes melanocephalus,/m/02w5rvq
3479,babax lanceolatus,/m/02w5s9v
3480,myiomela albiventris,/m/02w5xvv
3481,casiornis rufus,/m/02w5zxw
3482,turdus lherminieri,/m/02w63jc
3483,conirostrum sitticolor,/m/02w6625
3484,conopophaga peruviana,/m/02w669d
3485,cossypha cyanocampter,/m/02w688p
3486,setophaga vitellina,/m/02w6dw3
3487,dicaeum maugei,/m/02w6f74
3488,drymodes superciliaris,/m/02w6h29
3489,microeca flaviventris,/m/02w6jm3
3490,eumyias panayensis,/m/02w6k27
3491,garrulax vassali,/m/02w6mlf
3492,geositta tenuirostris,/m/02w6ms8
3493,granatellus sallaei,/m/02w6rkr
3494,haplospiza unicolor,/m/02w6ryf
3495,jabouilleia danjoui,/m/02w6x6q
3496,lanius validirostris,/m/02w6ymd
3497,leptasthenura setaria,/m/02w6y_s
3498,margarornis stellatus,/m/02w72bn
3499,carterornis leucotis,/m/02w75nw
3500,motacilla samveasnae,/m/02w7694
3501,muscisaxicola rufivertex,/m/02w76w0
3502,myiarchus semirufus,/m/02w77ph
3503,myrmeciza immaculata,/m/02w793l
3504,neocossyphus poensis,/m/02w7dzb
3505,pipilo ocai,/m/02w7r95
3506,ceratopipra chloromeros,/m/02w7rb6
3507,pittasoma rufopileatum,/m/02w7sbj
3508,plocepasser superciliosus,/m/02w7st9
3509,pomarea dimidiata,/m/02w7vfk
3510,pomatostomus halli,/m/02w7vqh
3511,sericornis arfakianus,/m/02w87t6
3512,timberline sparrow,/m/02w8bc0
3513,tangara rufigula,/m/02w8g2n
3514,teretistris fornsi,/m/02w8gtc
3515,tregellasia leucops,/m/02w8kwq
3516,turdoides plebejus,/m/02w8lqw
3517,turdoides rubiginosa,/m/02w8lsl
3518,tyrannus cubensis,/m/02w8mrw
3519,xiphorhynchus obsoletus,/m/02w8pxz
3520,zoothera dixoni,/m/02w8qky
3521,campethera mombassica,/m/02w8srq
3522,capito brunneipectus,/m/02w8sw4
3523,galbula chalcothorax,/m/02w8tzx
3524,lybius guifsobalito,/m/02w8vgc
3525,lybius minor,/m/02w8vhr
3526,megalaima monticola,/m/02w8vpy
3527,veniliornis sanguineus,/m/02w8xwq
3528,anthus nyassae,/m/03c1bdd
3529,sphenocichla humei,/m/0h95b9k
3530,trochalopteron imbricatum,/m/0k9c4q3
3531,oceanites pincoyae,/m/0r4k8_b
3532,enicurus borneensis,/m/0z8fjcv
3533,tanysiptera riedelii,/m/027fkb8
3534,nothocercus nigrocapillus,/m/02pp1dx
3535,crypturellus kerriae,/m/02prll3
3536,nothura boraquira,/m/02ptd2k
3537,cyanoramphus forbesi,/m/02qz70c
3538,saltatricula multicolor,/m/02rjdm1
3539,ninox ios,/m/02vrkkn
3540,leucippus chlorocercus,/m/02vttc4
3541,acrocephalus atyphus,/m/02vv4kt
3542,acrocephalus concinens,/m/02vv4lv
3543,tesia olivea,/m/02vv7m2
3544,hirundapus cochinchinensis,/m/02w4n_r
3545,batrachostomus poliolophus,/m/02w599g
3546,zentrygon goldmani,/m/02w5d1t
3547,geotrygon linearis,/m/02w5d3j
3548,phapitreron cinereiceps,/m/02w5f22
3549,ptilinopus bernsteinii,/m/02w5fby
3550,ptilinopus greyii,/m/02w5fkq
3551,ptilinopus rivoli,/m/02w5fxf
3552,cercomela dubia,/m/02w5_h2
3553,todiramphus lazuli,/m/02w5hxc
3554,peucaea humeralis,/m/02w5nmx
3555,peucaea mystacalis,/m/02w5nn7
3556,alcippe castaneceps,/m/02w5nq_
3557,androphobus viridis,/m/02w5ppy
3558,apalis flavigularis,/m/02w5qm4
3559,atlapetes citrinellus,/m/02w5rqy
3560,cacicus chrysonotus,/m/02w5y6j
3561,calamanthus campestris,/m/02w5y9m
3562,cisticola lais,/m/02w64rk
3563,climacteris melanurus,/m/02w654z
3564,coracornis sanghirensis,/m/02w65sk
3565,coracina azurea,/m/02w66w9
3566,coracina fimbriata,/m/02w674l
3567,coracina pectoralis,/m/02w67jm
3568,cranioleuca albicapilla,/m/02w68sh
3569,cranioleuca pyrrhophia,/m/02w696l
3570,cyanolyca mirabilis,/m/02w6c3s
3571,dacnis berlepschi,/m/02w6cqp
3572,eugralla paradoxa,/m/02w6k0w
3573,euphonia chrysopasta,/m/02w6k6c
3574,grallaria alleni,/m/02w6qy3
3575,herpsilochmus rufimarginatus,/m/02w6sy4
3576,knipolegus poecilocercus,/m/02w6xq5
3577,lepidocolaptes leucogaster,/m/02w6ysk
3578,lepidocolaptes squamatus,/m/02w6ysx
3579,lepidothrix iris,/m/02w6yvz
3580,malacopteron magnum,/m/02w71r1
3581,montifringilla taczanowskii,/m/02w765q
3582,muscisaxicola flavinucha,/m/02w76ry
3583,thamnolaea semirufa,/m/02w79gy
3584,myrmorchilus strigilatus,/m/02w79md
3585,myrmotherula fluminensis,/m/02w79w9
3586,ochthoeca diadema,/m/02w7gzz
3587,phaenicophilus poliocephalus,/m/02w7n_l
3588,melozone albicollis,/m/02w7r8h
3589,pipreola frontalis,/m/02w7rj1
3590,ploceus galbula,/m/02w7t38
3591,pteruthius xanthochlorus,/m/02w7y2g
3592,pyriglena leucoptera,/m/02w7yrf
3593,rhinomyias additus,/m/02w81d_
3594,rhipidura euryura,/m/02w8207
3595,rhopornis ardesiacus,/m/02w82v0
3596,schiffornis turdina,/m/02w83kd
3597,sclerurus guatemalensis,/m/02w871v
3598,sicalis luteocephala,/m/02w893v
3599,thamnophilus nigriceps,/m/02w8h73
3600,cantorchilus longirostris,/m/02w8jdm
3601,trichastoma bicolor,/m/02w8kxd
3602,turdus kessleri,/m/02w8m8d
3603,turdus obsoletus,/m/02w8mf6
3604,zoothera marginata,/m/02w8qrf
3605,zosterops minor,/m/02w8rbb
3606,capito squamatus,/m/02w8szl
3607,dendropicos abyssinicus,/m/02w8tkh
3608,galbula cyanicollis,/m/02w8t_l
3609,glareola cinerea,/m/02w98sn
3610,rhopocichla atriceps,/m/02yrg7
3611,lanius ludovicianus mearnsi,/m/04sx8cf
3612,aplonis fusca,/m/05t1062
3613,ciridops anna,/m/08w978
3614,amblyornis subalaris,/m/0dql9q
3615,thripadectes rufobrunneus,/m/0flxpm
3616,icterus portoricensis,/m/0g55vl5
3617,copsychus mindanensis,/m/0t_g5fh
3618,ninox rumseyi,/m/0wy329_
3619,korora oliveri,/m/010pcwd0
3620,rallus longirostris,/m/011lhzdz
3621,compsospiza garleppi,/m/02q8473
3622,touit dilectissimus,/m/02qj1sw
3623,malaconotus alius,/m/02qjqgt
3624,gallinago stricklandii,/m/02rk5cv
3625,carpodacus edwardsii,/m/02vt8zv
3626,chlorostilbon poortmani,/m/02vtrxd
3627,threnetes leucurus,/m/02vtvhl
3628,arborophila hyperythra,/m/02vv2fr
3629,odontophorus melanotis,/m/02vv3td
3630,galerida modesta,/m/02w4mkb
3631,chrysococcyx flavigularis,/m/02w4vg1
3632,coccyzus pluvialis,/m/02w4w5f
3633,glaucidium bolivianum,/m/02w545l
3634,ptilinopus eugeniae,/m/02w5fgx
3635,ptilinopus hyogastrus,/m/02w5flx
3636,treron australis,/m/02w5g4b
3637,phoeniculus somaliensis,/m/02w5hng
3638,amaurornis bicolor,/m/02w5kyd
3639,coturnicops exquisitus,/m/02w5l7q
3640,acanthiza katherina,/m/02w5mx4
3641,actinodura waldeni,/m/02w5n3c
3642,amytornis modestus,/m/02w5pfb
3643,uromyias agilis,/m/02w5pjf
3644,anthus bogotensis,/m/02w5q5r
3645,arachnothera clarae,/m/02w5qyt
3646,attila rufus,/m/02w5s5q
3647,batis soror,/m/02w5xr1
3648,arremon virenticeps,/m/02w5y10
3649,campylorhamphus pusillus,/m/02w5zj4
3650,chamaeza ruficauda,/m/02w62hc
3651,cinclidium frontale,/m/02w63nv
3652,colorhamphus parvirostris,/m/02w65xb
3653,dasyornis longirostris,/m/02w6c_m
3654,setophaga plumbea,/m/02w6dtr
3655,foudia omissa,/m/02w6llt
3656,geositta isabellina,/m/02w6mnv
3657,geositta punensis,/m/02w6mqk
3658,herpsilochmus longirostris,/m/02w6svp
3659,willisornis poecilinotus,/m/02w6v8g
3660,lipaugus fuscocinereus,/m/02w6_w7
3661,leptasthenura striolata,/m/02w6z0t
